עומר טייכר | מדריך וטכנאי מחשבים: (16:33) : אתם יכולים לרשום בצ'אט מה שאתם רוצים, לשאול שאלות, להעיר הערות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:07:12) : אוקיי גיבינו את המחשב לענן, אוקיי סינחרנו את המחשב לענן עכשיו כל מה שיש לנו במחשב יש לנו בענן, יפה. עכשיו אני הולך למחשב אחר אני מתחבר למחשב אחר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:07:26) : איך אני רואה את הקבצים שלי? שאלה שקורית כל הזמן אני נשאל אותה כל יום ולכן אני נותן לכם תשובה מאוד חשובה. איך אני יודע איך אני רואה את הקבצים שסינחרנתי מהמחשב לענן? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:07:40) : יש לכם את האתר של קאגוגל דרייב כמו שיש לכם את הג'ימייל או את הגוגל תמונות יש לכם גם את השירות של קאגוגל דרייב איך אני נכנס לזה אני אראה לכם איך אני נכנס לזה מי שלא יודע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:07:54) : יש לכם בצד שמאל למעלה כפתור תשע נקודות לוחצים עליו ואני רואה את כל השירותים של גוגל אחד מהשירותים זה גוגל דרייב אוקיי? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:08:06) : אוקיי את התמונות אני רואה דרך. נראה את התמונות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:08:11) : את רואה פה תמונות, פה את התמונות, יש לכם את החיפוש, ג'יימיני ודרייבר נכנסים לדרייבר. זה ענן הקבצים. בעין הקבצים יש לכם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:08:25) : שני סוגי איחסון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:08:27) : הסוג האחד זה נקרא איחסון שלי. מה זה איחסון שלי? איחסון שלי זה כמו גיבויו. מה זאת אומרת? בהכסון שלי יש פריטים שהם לא קשורים למחשב שלי באופן ישיר. למשל, אתן לכם דוגמה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:08:52) : קבצים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:08:56) : ששלחתי לאנשים בג'ימייל והם היו גדולים מדי. למשל איך זה עובד? פעם, פעם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:09:04) : כשאני רציתי לשלוח אימיילו, למישהו, יכלתי לשלוח אליו כל קובץ בכל גודל של קובץ. לדוגמה אם הייתי רוצה לשלוח לו סרטון של 100 מגה, הייתי יכול לשלוח לו סרטון. בשנים האחרונות אנחנו עובדים עם מה? אנחנו עובדים ווי טרנספר נכון? ג'מבו מייל, ווי טרנספר, כל מיני שירותים כאלה שנוכל להעביר בקבצים גדולים. נכון? אנחנו לא יכולים להעביר אותם בג'ימייל, פעם אי אפשר להעביר אותם בג'ימיילו. עכשיו היום... זה לעבר קבצים גדולים בג'ימייל למשל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:09:39) : הם לא נשלחים דרך הג'ימייל, הם קודם כל עונים לענן הקבצים שלנו לגוגל דרייב, ואנחנו נראה אותם פה בהכסון שלי. זה בעצם תקיעה שהיא לא קשורה למחשב שלי באופן אישי, זה דברים שאני מעלה לענן באופן יזום, זה כמו גיבוי כזה. גיבוי שאנחנו יכולים לעשות לענן, גיבוי שבשבילנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:10:01) : אנחנו צריכים נפח הכסון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:10:05) : אני אעשה את הסבר הזה הכי פשוט שאני יכול כי זה לא תמיד פשוט לכל אחד להבין את זה מה ההבדל בין גיבוי לרחסון. מי שירצה יותר הסבר מעמיק... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:10:16) : לא תמיד קל להבין בהרצאה הכל, אני אשמח להסביר. ויש פה עוד דבר. אם תסתכלו בצד ימינו, יש לנו כרטיסייה לשונית שנקראת מחשבים. אתם רואים את זה? מחשבים. אם אני לוחץ על זה, אני בעצם יכול לראות את הסנכון שמבוצע מהמחשב שלי. זאת אומרת שאם למשל אני במחשב אחר, לא במחשב שלי בבית, ואני נכנס לחשבון הגוגל שלי, ואני נכנס לגוגל דרייב, ואני נכנס למחשבים. בצד ימין אני יכול לראות את כל הקבצים שסינחנתי מהמחשב שלי. אתם יכולים לראות, למשל, אני סינחנתי מהמחשב שלי את עתיקיית קבצי תרגול. אתם יכולים לראות את זה גם באפליקציה. אני אראה לכם את זה בכל המקומות. אתם יכולים לראות פה העדפות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:12) : העליתי לענן את הקבצי תרגול מתוך הדסקטופ, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:17) : ובתוך קרטיסיית מחשבים אני רואה גם את קבצי התרגול שלי. אתם רואים זה מין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:25) : שלישיה כזאת במחשב, באפליקציה ובתוכנה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:33) : אם אין מחשבים שסונכנו זה אומר שאין לך גיבוי. אבל שהמחשב שלך לא מסונכן לעננו. איך מזנחם? איך מסווכנים או שתתקין את התוכנה ותתחיל לעשות את ההגדרות או שתדבר איתי ואני אעזור לך אני אמרתי לך חגי אני לא יכול לעשות את זה בהדגמה בלייב כי זה אינדיבידואלי לכל אחד אני מראה רק את התוכנה אם יש לך את התוכנה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:57) : מותקלת אז הראיתי איך עושים את זה בתוך התוכנה לוחצים על כפתור ההגדרות העדפות ופה מוסיפים תיקיות בראש שמוסיפים תיקיות אתה תראה מכשירים שסונחרנו אוקיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:13) : עוד משהו, ברור שאתם זוכרים שהראיתי לכם את ה... בואו נראה נחזור לזה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:24) : נכון, הסברתי לכם על ההיחסון שלי, אמרתי לכם שזה תקיית שאתם מעלים באופן יזום קבצים שהם לא קשורים למחשב. זה אומר שאם הקובץ מהמחשב נמחק זה לא נמחק שם, זה גיבוי. יש נתק, זה כמו הכספת שהסברתי לכם בהתחלה, יש נתק בין המחשב לבין ה... תיקיות האלה, איך אנחנו רואים אותם? אתם זוכרים שבהתחלה אמרתי לכם שאני בוחר בגוגל דרייב כי הוא יותר נוח? יפה, אם אני אכנס 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:52) : למחשב שלי אני אראה שיש לי פה עוד תיקיה וירטואלית, קונן וירטואלי שנקרא גוגל דרייב. בתוך התיקיה הזאת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:02) : אני אראה את היחסון שלי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:04) : בתוך היחסון שלי אני אדבר על זה בסוף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:08) : בתוך היחסון שלי אני אראה את הטיולים, ובתוך הטיולים אני יכול לראות את כל מה שמאוכסן בענן שלי. לא את מה שאני מסנכן מהמחשב, אלא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:19) : דברים שהעליתי באופן יזום. לדוגמה אם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:24) : אם אני רוצה לשמור קבצים ישנים, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:28) : או תמונות, או סרטונים, שאני לא רוצה שיהיו בתוך הסינכרון שלי של המחשב, אלא שישמרו באופן קבוע בענן אני יכול לשים אותם בתוך האכסון שלי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:45) : אני שם אותם בתוך האכסון שלי אבל אם אנחנו קונים דיסק חיצוני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:51) : זה עולה לנו כסף חד פעמי. זאת אומרת שאנחנו משלמים נגיד 200 שקל לדיסק חיצוני, אנחנו מעבירים לו קבצים, זה יכול להיות תמונות, זה יכול להיות סרטונים, זה יכול להיות כל מיני גיבויים ישנים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:05) : אם אנחנו רוצים לשמור אותם בענן ככה שלא יקרה שום דבר לדיסק חז וחלילה או שלא נוכל לגשת אליה מכל מקום צריכים לשלם עוד כסף למקום הזה שזה תופס עכשיו אני רוצה להראות לכם שתי טיפים, שני טיפים, שני טיפים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:28) : הטיפ הראשון שיתוף קבצים מהיר טיפ יפה, אני מאוד אוהב את הטיפ הזה. מאוד מאוד מאוד. ברגע שתקייה מסוימת נמצאת בענן שלנו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:47) : ברגע שתקייה מסוימת נמצאת בענן שלנו, למשל קבצת תרגול, או 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:54) : שהיא נמצאת בתוך היחסון שלנו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:58) : אנחנו יכולים לשתף את זה עם אנשים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:02) : אתה לאוריד כמות תמונות? כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:05) : עמוס, שאלת שאלה יפה, גוגל טייקאוט, אפשר להוריד לא כמות את הכל. אתה יכול להוריד בבלוק את הכל. אתה לא צריך לסמן, אתה לא צריך להגדיר איזה תמונות אתה רוצה. אתה יכול להוריד בבלוק אחד את כל התמונות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:19) : כל האימיילים שלך, כל הקבצים של הגוגל דרייב, הכל בבת אחת. זה האפשרות של השירות הזו כעת טייק אאוט, לא נתייחס לזה עכשיו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:29) : אז אם למשל יש לי קבצים בענן שלי, למשל טיולים או 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:35) : קבצי תרגול, אני יכול לשתף אותם עם אנשים. איך אני עושה את זה? אני יכנס לכבצי תרגול, אני נמשל בוחר בוא נתמקד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:45) : בשירות הזה ביזנס 29 אני לוחץ כפתור ימני בתוך המחשב כפתור ימני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:55) : מי שיש לו ווינדוס 10 אז יופיע לו ישר אני מאמין שלרובכם כבר יש לו ווינדוס 11 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:11) : על הקובץ שאתם רוצים לשתף, הצג אפשרויות נוספות, ושיתוף עם גוגל דרייב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:20) : כשנפתח השיתוף, אתם יכולים לשתף עם מישהו ספציפי, אתם יכולים להזין את האימייל שלו, או לבחור בגישה כללית באפשרות, גישה כל מי שקיבל או קיבלה את הכישור, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:34) : לעשות העתק כישור, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:37) : לשלוח את הכישור לבן אדם באימייל או בוואטסאפ. כל דרך שאתם רוצים והוא יכול לפתוח את הקובץ. זה יכול להיות PDF, סרטון גדול, קובץ גרפי, כל דבר שאתם רוצים אתם יכולים לשתף בקליק אחד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:55) : מאוד מאוד מאוד נוח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:59) : אבל זה רק קבצים שנמצאים שאתם מסנכרנים לענן או 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:08) : מעלים להכסון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:11) : או שבתוך המחשב שלכם, או שאתם מעלים באופן ידני להיחסון. זה לא קובץ סיביל ממשל סתם לדוגמה, סתם לדוגמה. יש לי מצגת, אתם רואים המצגת שאני מראה לכם אותה כרגע, אני לוחץ כפתור ימני, הצג אפשרויות, אין לי את האפשרויות האלה. שימו לב, אני מראה לכם שוב, ביזנס 29, הוא נמצא על הענן, כפתור ימני, אפשרות נוספות, שיתוף עם גוגל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:39) : מצגת שלא נמצאת על הענן, שאני לא מסנכרן. אותה כפתוריה אם אני אצג אפשרויות נוספות לא מופיעה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:48) : רק מה שנמצא על הענן זה מאוד חשוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:54) : אפשר לעשות לענן גוגל פוטוס תמונות ידנית גם אם אין סינכון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:01) : אני לא זוכר, בוא נבדוק. אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:04) : לא זוכר את השאלה שלך. אני בתוך שנייה אפשר לבדוק את זה, אני לא זוכר. אפשר להיכנס לגוגל פוטוז בוא נראה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:13) : שנייה תמונות תמונות בוא נראה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:17) : תמונות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:20) : לא אי אפשר אי אפשר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:23) : אין לי כפתור הוספה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:26) : רק אם זה מסונכן או מהמחשב או מהטלפון אני לא יכול לעשות ידנית לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:33) : אז בעצם הטיפ הבא שאני רוצה להראות לכם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:42) : עבודה בטלפון הניידו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:45) : מה שאני עושה כרגע, חיברתי את הטלפון הנייד שלי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:49) : למחשב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:53) : אני, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:55) : זה הטלפון הנייד שלי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:58) : בטלפון הנייד שלי אתם יכולים לראות שיש לי תוכנה אפליקציה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:02) : אתם מוזמנים להתקיל אותה למי שאין. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:06) : נכון, נכון, נכון. אפשר לדרייב בהוספת קבצים אבל זה לא... עובר לגוגל דרייב, זה נמצא בתוך ענן הקבצים, זה לא עובר לגוגל פוטוז, כאילו זה לא עובר לשירות גוגל פוטוז, זה נשאר בענן הקבצים, יש הבדל בין התמונות שיושבות בגוגל פוטוז לתמונות שיושבות בענן הקבצים, שני דברים שונים. שנייה בואו נראה אולי אני טועה, אולי אני טועה, אולי אני טועה, רגע אני בודק את זה אם אני נכנס לגוגל דרייב חדש. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:38) : לא, אין לי פה את האפשרות לעלות תמונה. אין לי פה את האפשרות. אם אני אעלה קובץ, הוא יישאר לי בגוגל פוטו זו. הוא יישאר לי בעננה גוגל דרייב שלי. הוא לא יהיה בגוגל פוטו זו. חשוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:53) : הלאה, אני אמשיך, אני לא אבלבל אתכם. טלפון הידו. אוקיי, טלפון הידו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:59) : יש לי אפליקציה שנקראת גוגל דרייבר. כשאני לוחץ על האפליקציה הזאת, אני יכול לראות את כל הקבצים שנמצאים בענן שלי כמו שאמרתי לכם, בענן שלי יש שתי אפשרויות להכסן קבצים האפשרות הראשונה זה בתוך היחסון שלי שזה אני מעלה תמונות באופן יזום, אוקיי? וזה נמצא תחת היחסון שלי שזה טיולים למשל. קבצים גדולים, תמונות, סרטונים, בלה ומחשבים. מחשבים זה בעצם דברים שמסונכנים מהמחשב האישי שלי. אתם זוכרים איך קוראים לה תקיעה? שאני מסנכן? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:36) : תקיעה קוראים קבצי תרגול. אז אנחנו נוכל לראות אותה בתוך המחשב שלי. קבצי תרגול. אם מישהו שלח לי... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:46) : בטיפ מספר 1, תכף נחזור לטיפ מספר 1. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:56) : בטיפ מספר 2 קודם כל אני רוצה להראות לכם איך זה נראה בטלפון שלכם. בתוך קבצי תירול אתם יכולים לפתוח את הפידאפים שלכם, את התמונות, יש לי פה איזה פידאפ, יחסון בענן, דברים שעשיתי פעם, יפה, את כל התמונות, מסמכים, וורד. כל הקבצים שלכם אתם יכולים לפתוח אותו דרך הטלפון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:21) : שאלו אותי עוד שאלה, שאלו אותי עוד שאלה פה על הטלפון על הגיבוי אבל הסברתי זה מלא אוטומטי. איך מורידים גוגל דרייב במחשב? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:33) : בסלולר יש לי. אין דבר כזה גוגל דרייב במחשב יש את האפליקציה שנקראת דרייפורדסקטופ 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:40) : הרדת את הלוח כל ההרצאה. אני אשלח את זה במייל קישור, זה כל מה שהראיתי שעוז זה Drive for Desktop. Drive for Desktop זה בעצם Google Drive למחשב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:51) : זה Drive למובייל, לטלפון וזה למחשב. Drive for Desktop. Drive למחשב. Desktop זה בעצם כינוי למחשב. אוקיי? יש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:05) : את הסלפון, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:07) : את הטלפון ויש את הדסקטופ. זה כינוי למחשב שלכם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:12) : עכשיו נשאלה עוד שאלה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:19) : תרשים זרימה טיפ מספר 1, בואו נראה טיפ מספר 1, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:24) : שיתוף וצי מהירו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:26) : אתם יודעים מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:29) : אני אעשה לכם את זה, אני אעשה קובץ איך אתם עושים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:38) : שיתוף מהירו מהמחשב שלכם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:41) : אני אראה את זה עוד פעם למי שרוצה לדעת עכשיו, אני אעשה קובץ, טוב שכתבת לי גיאורה, את התרשים זרימה איך עושים את זה, אני אראה את זה שוב, אני אראה את זה שוב, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:55) : קבצי תרגול, כפתור ימני, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:59) : אני אעשה לכם קובץ, עשיתי אפשרות נוספות, שיתוף עם גוגל דרייב ו... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:06) : גישה כללית משנים לכל מי שקיבל את הקישור ואתה קישור בסדר הבננו את הרעיון אני אעשה לכם קובץ הכל בסדר. אז בעצם סיימנו את הקטע האומנותי עכשיו אני אספר לכם טיפה על מה אתם יכולים עוד לקבל לו. הרצאה הבאה תהיה הרצאה מאוד מאוד מיוחדת מאוד מאוד מיוחדת עוד לא בניתי אותה אני בונה אותה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:36) : מדהים, נקראת הבינה שמקשיבה זה יהיה משהו הסברים מדהימים על איך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:44) : ללמד את הבינה עליכם כדי שתוכל לכתוב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:49) : פוסטים ודברים במקומכם בצורה טובה יותר מי שכור את הפוסטים שלי יכול לראות שהבינה עוזרת לי לכתוב דברים ההרצאה הבאה היא ב22 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:03) : לפברואר ביום ראשון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:07) : אלוואי אלוואי אבל זה לא אלוואי שאני בונה הרצאה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:12) : אני שואף לשלמות הבינה לא יכולה לבנות במקומי היא עוזרת לי אבל היא לא יכולה לבנות במקומי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:19) : איך אני עוד יכול לעזור לכם אני מתקן מחשבים כל מה שקשור למחשבים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:26) : אני משחרר חשבונות ואני רוצה שנייה לגעת בזה מי שעוד לא ברח מההרצאה אני רוצה לגעת בזה הרבה מכם ומי שאתם מכירים ננהלים מחוץ לחשבון, חשבון פייסבוק, חשבון אינסטגרם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:42) : כל מיני חשבונות שאנשים לפעמים שוכחים את הסיסמה או אין להם אפשרויות שיחזור או שפורצים להם את החשבון. אני גיליתי בשנים האחרונות כמה טוב אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:56) : בלשחזר חשבונות. אני שחזרתי חשבונות לאנשים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:01) : שהלכו למלא מלא מלא מלא בעלי מקצוע שלא הצליחו מלא אני לא יודע כאילו יש לי ממש אני אני יודע לנתח את הדבר הזה ולשחזר חשבונות אני גיליתי שאני ממש טוב בזה מי שנתקע מחוץ לחשבון שלה או שמכיר מישהו שנתקע מחוץ החשבון תפנו אותו אליי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:20) : מי שמתקשר ולא יודע לגבות סינכון אוטומטי יכול להתקשר אליי אני אעזור לו לעשות את הגיבויות אוטומטי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:29) : הדרכות מותמות אישית אני לא מאמין בדרך המאה לפטף מי יש לו שאלות יכול לשאול אותי שאלות ממוקדות נושאים שהוא רוצה לדעת נעשה אותם נתקתק אותם אני אלמד אותו כל מה שהוא צריך לא צריכים לשלם על 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:45) : מיליון שעות בשביל ללמוד דברים אפשר לעשות הכל נקודתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:55) : אני באמת מזמין אתכם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:58) : כל מי שנמצא פה, להיכנס לקבוצת הוואטסאפ שלי. מיומנות של טכנאי מחשבים אני אשלח לכם קישור במייל הסיכום. קבוצה שקטה, אני שולח כל מיני טיפים שאני כותב. מי שפה ונמצא בקבוצה יכול להעיד שהטיפים האלה מאוד עוזרים. אני אשלח לכם קישור למייל הסיכום. אתם יכולים ליצור איתי קשר, יהיה לכם גם במייל הסיכום את הטלפון שלי. מי שרוצה לכתוב יכול לכתוב את זה עכשיו, אני אשאיר את זה כמה שניות על המסך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:29) : אני אשאיר לככם את כל הפרטים במילא סיכום אם זה לא יצא עכשיו אז יצא מחר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:36) : תודה שהקשבתם, תודה שהקשבתם. אני עכשיו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:41) : אסיים את המצגת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:44) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:45) : אסיים את ההקלטה, אני אפ... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:50) : אני אפשר לכם לצאת ממיעוט רגע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:55) : איפה אנחנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:59) : הולכים לעשות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:03) : לא נורא שוש לא נורא. מישהו רוצה לשאול שאלה קודם כל אני אענה על שאלות שקשורות להרצאה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:10) : כמה זמן או יש לנו 20 דקות עד שיזריקו אותנו אוקיי זורקים אותנו בשבע וחצי בכיף יעלו. מי שרוצה לשאול כל מקום שאלות שחירות להרצאה, כל אחד מוזמן לשאול שאלה אחת. רגע אני אוציא אותי גם מהיילייט שתוכלו לראות אחד את השני. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:28) : רגע, אוקיי, אוקיי, מי שרוצה לשאול אותי יכול לשאול אותי שאלה. אפשר בהרמת יד או להתפרט שאלה אחת ואני אשמח לענות. 
חגי ולוסקי: (1:27:39) : אומר ערב דוב, 
חגי ולוסקי: (1:27:41) : פשוט. 
חגי ולוסקי: (1:27:42) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:42) : מקשיב. 
חגי ולוסקי: (1:27:46) : ראשית תודה, תודה על ההפצה. 
חגי ולוסקי: (1:27:49) : שומע? כן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:50) : מקשים. קודם כל 
חגי ולוסקי: (1:27:51) : תודה רבה על הידעת ורושר פרטי משמעים עם א' ועם א'. 
חגי ולוסקי: (1:28:01) : אני למעשה רכשתי 2 טרה, 
חגי ולוסקי: (1:28:04) : יש לי הרבה מאוד חומר, ובגדול אני מוצא את עצמי ב-4 טרה. אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:10) : יכול 
חגי ולוסקי: (1:28:10) : להיות שזה בגלל שאני עשיתי מנוי בג'ימני? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:16) : מה שאני ממליץ רגעי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:19) : שאנחנו נפקוד בפגישה ואנחנו נבדוק את זה ואני אסביר גם למה אוקיי צריך לצרוך את החשבון שלך ולבדוק בדיוק מה קורה שם למה יש כזאת כמות של מידע בתוך החשבון שלך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:33) : אני שומר המון מידע ואני לא מגיע כמעט לאחת טרה אני לא רואה סיבה נורמלית שאנשים יגיעו לשני טרה צריך לבדוק מה קורה שם. לא, 
חגי ולוסקי: (1:28:44) : אני לא נמצא בשני טרה, אני נמצא בפחות, פחות באחת טרה, בחצי. אתה נמצא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:48) : בשתיים, ב-200 ג'יגה. אני 
חגי ולוסקי: (1:28:51) : בתוכנית של שתי טרה, אבל בפועל יש לי 500-600 ג'יגה. אוקיי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:55) : אוקיי, אוקיי. 
חגי ולוסקי: (1:28:57) : ופתאום אני רואה את עצמי בארבע טרה יום בעיר אחד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:01) : באמת? 
חגי ולוסקי: (1:29:02) : כן, זה משנה מופתע. 
חגי ולוסקי: (1:29:05) : אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:05) : צריך לבדוק כזה, למה זה? אין לי מושג. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:08) : אני גם לא חושב שזה קופץ לארבע, אז לא יודע לי, זה קופץ לחמש. מי שתיים זה קופץ ל-5, זה לא קופץ ל-4. 
חגי ולוסקי: (1:29:16) : ברגע הוא מציע לי ה-5, תוכנית של 5. נכון, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:19) : מי שתיים זה קופץ ל-5. הוא מציע לך, אבל זה לא אומר שאתה נמצא בתוכנית הזאת. 
חגי ולוסקי: (1:29:24) : לא, אני נמצא ב-4, אני רוצה לחזור לשתיים ואני לא מצליח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:28) : שנייה, שנייה, שנייה, אני רוצה לשלשות שיתוף מסך, אני רוצה לבדוק איתך את הדבר הזה, זה מאוד מסקרן מה שאמרת. רגע, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:36) : רגע, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:39) : בואי נראה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:43) : נה נה נה בוא נסתכל אני סקרן לגבי מה שאמרת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:48) : בוא נראה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:50) : חזורנו 
