עומר טייכר | מדריך וטכנאי מחשבים: (7:07) : תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:39) : שאתה לוקח פן ומפזר, הוא אף החוצה. אתה תראה, הוא יעוף למעלה, הוא יעוף מהמחשב, הוא לא יעוף לתוך המחשב. אתה תראה את זה, ברור שאתה תנסה, אתה תגלה שהוא אף מהמחשב. תאמיני, ניקיתי אלפי מחשבים במהלך חיי, זה לא בתוך המחשב. אף החוצה, זה כאילו יש לו איזה... טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:01) : ואתה 
Ariel Spivak: (1:13:02) : תראה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:03) : כמה זה יעיץ לך את המחשב, כי שמעבד מתחמם הוא בעצם הלב של המחשב, הרי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:10) : שהוא חם, המחשב מעט מאוד. סליחה, 
חיה: (1:13:18) : לאחרונה בגלל באמת חוסר מקום, אז הוואטסאפ שלי הפסיק לפעול. כאילו שאין לו כבר מקום והוא כתב לי שביוני היה הגיבוי האחרון שלו 
חיה: (1:13:37) : וכשאני מנסה להיכנס לוואטסאפ הוא כתב לי שאני ארשום את שמי 
חיה: (1:13:43) : אז רשמתי 
חיה: (1:13:45) : והוא כותב לי מתבצע חיבור כבר כמעט יום שלם מסתובב וכותב מתבצע חיבור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:55) : איך היו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:57) : מאיפה את בארץ? בבקשה? 
חיה: (1:13:59) : מאיפה את בארץ? בירושלים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:00) : אני ממליץ לך, תקלות בטלפון זה תקלות שלא כל כך קל לפתור, במיוחד מרחוק. לא בכך שאני אוכל לעזור לך בדבר הזה, במיוחד בתקלות כאלה. אני ממליץ לך ללכת למעבדה ליד הבית של טלפונים 
חיה: (1:14:16) : שיעזרו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:16) : לך עם הדבר הזה. תשאלי באחת הקבוצות שלך. מעבדה אמינה זה לא עולה הרבה כסף ושיעשו לך את הבדיקה הזאת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:26) : זה עדיף שמחי עלי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:29) : זה דברים שצריכים לראות עם הפלאפון מול העיניים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:34) : אין תשובות קיצורי דרך בדברים האלה הייתי נשמח לתת לך תשובה אבל זה לא תשובה יעילה 
חיה: (1:14:41) : כל הכבוד לך שאתה כל כך ישר ניסיתי 
חיה: (1:14:47) : מהנייד 
חיה: (1:14:49) : להוריד חומרים למחשב. מה 
חיה: (1:14:53) : זה אומר? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:54) : מהמחשב הנייד? 
חיה: (1:14:56) : לא מהנייד מהטלפון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:59) : רציתי 
חיה: (1:15:00) : לשחרר שיהיה יותר מקום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:03) : בטלפון 
חיה: (1:15:06) : הנייד. אז חיברתי כמובן למחשב וניסיתי להעביר נניח למחשב. 
חיה: (1:15:14) : אז סימנתי נניח קבצים, סימנתי אותם בכחול, עשיתי קליק ימני. והטאק וכשעברתי למשל לדיסק חיצוני או למחשב ממש אז באתי להדביק 
חיה: (1:15:31) : אז ההדבק לא היה שחור היה אפור אז כאילו שהוא לא נתן לי להדביק בכלל אז לא הצלחתי לעשות את השחרור הזה נכון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:42) : נכון העברת קבצים מהטלפון הנייד למחשב היא לא תמיד פשוטה לפעמים צריך קבל יותר חזק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:51) : אפילו צריך קבל שהוא יותר אבק כזה שהוא מאפשר להעביר קבצים בצורה יותר יעילה. 
חיה: (1:15:58) : צריך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:58) : לפעמים לנסות כמה פעמים חיה לפעמים צריך לנסות 
חיה: (1:16:01) : כמה פעמים לנסות גזור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:02) : והדבק. כל 
חיה: (1:16:03) : היום כל היום ניסיתי היום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:05) : אז אם ניסית ולא הצלחת אני יכול אני יכול להתחבר למחשב שלך אם תרצי ולנסות להבין את זה ביחד כי זה כן אפשרי. צריך לראות למה זה לא נותן אולי משהו בהגדרות של הטלפון לא מאפשר לטלפון להעביר צריך לבודוק את זה. זה כאילו כל דבר שהוא קשר בין המחשב לטלפון הוא דורש בדיקה פרטנית. קשה קצת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:27) : להבין את זה מרחוק. הבנתי. 
חיה: (1:16:31) : אבל בינתיים אין לי וואטסאפ וזה כל כך מפריע לי. אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:35) : יודעת, 
חיה: (1:16:39) : מחר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:39) : יום שני תלכי למעבדה בבוקר, תשמחי עליי ושיסדרו לך. תאמין לי זה יותר טוב מלסדר את הדברים האלה לבד. בסדר גמור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:52) : תודה 
גיורא יוגב: (1:16:52) : רבה לך. גיורה, הייתי שאתה מצביע, גיורה. ראה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:54) : להם, שומעים אותם? כן. 
גיורא יוגב: (1:16:56) : עומר, אני כבר הרבה זמן רודף אחריך. באמת? 
גיורא יוגב: (1:16:59) : אתה איש קשה להשיג 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:01) : אותך. 
גיורא יוגב: (1:17:01) : מה אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:02) : אומר? לא יודעת שרודף אחריי הרבה זמן, למה? 
גיורא יוגב: (1:17:05) : קשה להשיג אותך, עומר, וזה שעות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:08) : למה אתה רודף אחריי? מה הבעיה? 
גיורא יוגב: (1:17:11) : רציתי לשאול, עומר, אם אתה יכול לארגן לנו, 
גיורא יוגב: (1:17:15) : תמיד סיכום 
גיורא יוגב: (1:17:17) : כאלה שפרקים של סיכום פגישה אני תמיד מפסס את הפגישות או מגיע בסוף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:23) : אתה מדבר על בדרך כלל במיוחד בהרצאות האחרונות אני נותן סיכום פגישה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:30) : במייל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:32) : ביחד עם הסיכום הרצאה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:36) : ואני לא שמתי לב שאתה רודף אחריי. מעניינו אני אבדוק את עצמי. 
גיורא יוגב: (1:17:43) : כבר שלחת לך הרבה פניות תגיד עומר שאלה נוספת. איפה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:46) : שלחת לי פניות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:50) : בביז איפה? 
גיורא יוגב: (1:17:51) : נראה לי שבמא. 
גיורא יוגב: (1:17:53) : אוקיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:54) : לא שמתי לביכולת לא יודע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:57) : תגיד 
גיורא יוגב: (1:17:57) : עומר שאלה אחרונה. 
גיורא יוגב: (1:18:03) : אני עוד תקוע בחלונות עשר 
גיורא יוגב: (1:18:08) : מה אתה אומר על להמתין עם המעבר? להמתין? לווינדוס 11 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:11) : להמתין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:15) : למה אתה רוצה להמתין? 
גיורא יוגב: (1:18:19) : הצלחתי להיכנס לתוכנית ההבטחה שלהם ו... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:24) : אוקיי. 
גיורא יוגב: (1:18:25) : תאמין לי, מה זה מרוצה מ-10? חבל לי אפילו לעבור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:29) : לא, תשמע, אני אריד לך דבר כזה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:32) : היום בנטוורקינג שאלו אותנו איזה דבר אנשים לא יודעים על המחשב שלהם. שאלו שאלה מעניינת ואני אמרתי דבר כזה, מחשבים חדשים היום עולים מאוד זולו. המחירים של מחשבים חדשים ירדו מאוד. אנשים עדיין... תקועים באיזה מקום שמחשבים חדשים עולים 5000, 4000, לא יודע. מחשב חדש עולה עם 2000 שקל, אפילו מחשב נייד, גרושים, באמת, גרושים. יקזית לפעם, כל אחד והגרושים שלו, אוקיי? זאת אומרת שאם יש מחשב ישד... 
חיה: (1:19:04) : אולי זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:05) : אתה 
חיה: (1:19:05) : ממליץ דרך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:07) : אגב? כל אחד לפי הצרכים שלו חיה, אבל באופן כללי שיהיה לו 16 ג'יגה זיכרון. כן. איי, איי חמש. אני ממליץ עליו במיוחד, לא יותר מדי חזק ולא יותר מדי חלש, כי אנשים אין להם צורך בחזק מאוד וגם לא, עדיף לא חלש, ודיסק 512 ג'יגה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:28) : אשר הדברים זה פחות קריטי, זה שלושת ה... זה הלב של המערכת, הגודל של הדיסק, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:35) : הזיכרון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:38) : והמעבדו. 
חיה: (1:19:40) : המעבדה היא חמש. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:42) : ה-15 ג'יגר, 512 אני חושב שזה מספיק לרוב האנשים. אם יש מישהו שיש לו צרכים מיוחדים, הוא עובד עם משהו מסוים, יכול להיות שצריכים לעשות לו התאמה, אבל רוב האנשים זה מספיק להם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:54) : אז מה שרציתי להגיד גיאורה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:57) : קודם כל Windows 10 אחלה מערכת, אוקיי אני לא נגיד Windows 10 אבל זה לא יעבוד לעד, אוקיי? זה לא יעבוד לעד, Windows 10 יש לה חידושים, Windows 11 יש לו חידושים, יש לו דברים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:08) : אנשים רוצים להתקדם בחיים, אוקיי? אז אם אתה כאילו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:13) : בסוף שתגיע, אפילו אתה יכול להחזיק עוד שנה, שנתיים, לא יודע כמה זמן אחרי שניים כבר לא ייתנו את זה בחינם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:20) : אבל אם אתה תרצה להחזיק, זה בסדר, זה ווינדוס בסדר, אני ועד ווינדוס 10, ווינדוס 11 אני חושב שהוא יותר טוב ממנו, גם מבחינת איך שהוא עובד עם מתקנים, המהירות שלו אני יותר מרוצה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:32) : ואם תחליטי אומך לצנות מחשב, זה לא מחיר גבוה מדי, אתה לא צריך לחשוב על זה יותר מדי פעמים לפי דלמי. יש לי שאלה, 
סמיון: (1:20:44) : רוקסר. שאל, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:46) : כן אני מקשיב 
סמיון: (1:20:48) : יש לי זכרון חיצוני, דגם, WD Elements. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:53) : כן, הוא אחלה דיסק. 
סמיון: (1:20:56) : אחלה, אבל הוא נפל, כנראה, לא יודע מה קרה לו. אוקיי. אומרים לי שהוא נפל, לא יודע, לא זוכר, אבל אומרים לי ככה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:07) : אוקיי. אני אכפת 
סמיון: (1:21:08) : לי את הדיסק, אני אכפת לי את המידע. נו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:12) : ברור. והמחשב לא מזהה אותו. 
סמיון: (1:21:14) : לא מזהה אותו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:15) : אתה צריך ללכת לחברה, אני אגיד לך, אין לך ברירה. יכול להיות שמה שקורה, המחת, יכול להיות שהיא נתקעה, ואז הוא לא מצליח לקרות את המידע מהדיסק. אתה חייב ללכת לחברה, אין לך, אין לך, ואני גודל לך יותר מזה, סמיון, יותר מזה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:32) : חס וחלילה, לא ללכת לטכנאי פרטי שיפתח לך את זה, אני אגיד לך גם למה. צריך מעבדת חושך לפתוח את זה, זה לא כל אחד יכול. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:44) : הדיסק הזה יהיה חשוף לאור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:47) : עלך הדיסק אין לעשות איתו אוקיי הוא מת שקט אתה חייב מעבדה שפותחת את זה בחדר חושך והם מוציאים את המידע לא זול אוקיי תלוי כמה המידע הזה חשוב לך אבל לא לשחק עם זה לא לנסות בכוח להוציא מזה את המידע חבל על הכסף ועל המידע שלך. רק חברה חיצונית. 
סמיון: (1:22:17) : ואיפה נמצאת? אני גר באזור... אין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:19) : מעבדה טובה ברמת גן. מאיפה אתה? 
סמיון: (1:22:23) : קצת רחוק מבעלה אמין. החברות הרציניות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:29) : והחברות הרציניות הן במרכז. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:32) : אבל, אבל, אבל, אבל, יש שירות של זה. יש לכל החברות האלה בגלל שהן ממוקמות במרכז ברמת גן ותל אביב, הן עושות שליחויות. יש להן קטע כזה שמביאות לך שליח עד הבית, זה לא זול פה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:48) : גם ההוצאה של המידע לא זולה, אבל אין מה לעשות. מה 
סמיון: (1:22:51) : אני מחפש? מה אני כותב? מעבדה ל... טיק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:54) : טק, טיק טק, יש מעבדה. שוב, זה הכל המלצות, אני לא עובד עם אף חברה, זה לא מעניין. ‫באמת, 
סמיון: (1:23:00) : אבל... ‫-קשר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:01) : זה המלצה אובייקטיבית. ‫יש מה בדיוק שמולה כתיק-תק. ברמת גן היא הכי טובה בתחום והם יוציאו לך את מה שאתה צריך. איך 
סמיון: (1:23:11) : קוראים? מעבדה ל... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:13) : לא תכתוב טיק טק מעבדת של שחזור נתונים. בסדר 
סמיון: (1:23:17) : תודה תודה רבה. 
פרידה אברוני: (1:23:18) : שח שאלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:21) : מי שואל לו? 
פרידה אברוני: (1:23:23) : פרידה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:23) : פרידה אני רואה פרידה. 
פרידה אברוני: (1:23:25) : אז השאלה שלי כזאת האם אם אני מוחקת את ההורדות מהמחשב זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:32) : מפנד... מה 
פרידה אברוני: (1:23:32) : זאת אומרת מוחקת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:33) : את ההורדות? 
פרידה אברוני: (1:23:34) : את התיקייה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:36) : של ההורדות את התיקייה? 
פרידה אברוני: (1:23:38) : כן לא את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:39) : התיקייה 
פרידה אברוני: (1:23:40) : עצמה יש מה שנקרא את הקבצים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:42) : בתוך התיקייה 
פרידה אברוני: (1:23:44) : כנראה האם זה מפני לי מקום במחשב? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:49) : תלוי כמה דברים יש לך בתיקייה אבל בדרך כלל זה מתמלא ויש הרבה קבצים שם אבל לפעמים יש קבצים שצחים אותם כל מיני מסמכים שהורדת מהג'ימייל צריך לבדוק שזה קבצים באמת שאת לא צריכה 
פרידה אברוני: (1:24:04) : השאלה אם זה לא כפילויות, זאת אומרת אם אני מוחקת אז נשאר לי את המקור במחשב? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:11) : לא, קודם כל לא כל אחד מעביר מתיקיית הורדות לתיקייה אחרת, לא כל אחד מעבירו. לכן לא בוודאות זה כפילות, אוקיי? יש אנשים שמשאירים בתיקיית ההורדות ומפעילים את הקבצים משם. אם את מעתיקה לתיקיות אחרות, אז יש לך כפילות אז איך את יכולה למחוק מתיקיית ההורדות, אבל צריך לבדש שה... תודה. את יכולה למשל עם תוכנת everything שדיברתי עליה, לקחת את קובץ מסוים, לחפש אותו במחשב, ותוכל לראות את כל המיקומים שבהם הוא נמצא. ואז לדעת אם הוא נמצא בכמה מיקומים, אם הוא כפול או נמצא במקום אחד. 
פרידה אברוני: (1:24:49) : נמצא בטלפון שלך? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:52) : כן, אני אשלח לך את זה במייל סיכום. 
פרידה אברוני: (1:24:54) : אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:58) : יכולה גם נרשום עכשיו 0526. 
פרידה אברוני: (1:25:02) : כן. 587-420. תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:11) : הייתי אומר לכם, יש לכם פרצופים של שאלות, אבל כולם פה עם מסך קבוי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:17) : אין פה פרצופים של שאלות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:23) : או, רחלי, יש לי תחושה שיש לך שאלה. 
רחלי יהושע: (1:25:28) : האמת שעשיתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:29) : את הדברים 
רחלי יהושע: (1:25:30) : האלה שאתה אמרת, והגעתי למבוי סתום במסך שחור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:35) : מה עשת? לא הבנתי מההתחלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:38) : לא, לא הקשבתי, לא הייתי קשור. אני 
רחלי יהושע: (1:25:40) : ניקיתי את התוכנות עד להגעה למסך שחור. מתה לי פחד לעשות את זה. זה מה שקרה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:49) : אני אומר, תמיד אני אומר, אם אתם לא יודעים, עדיף לעזר באיש מקצוע. אם יש 
רחלי יהושע: (1:25:55) : דברים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:55) : שאפשר לעשות, תודה. שולחים בקלות, אוקיי? להסיר תוכנות אוטומאיות שעולות בהפעלה, יש דברים שולחים בקלות, אם זה משהו שאתם לא יודעים, לא הייתי נלחם. למרות שאתם רוצים לחסוך כסף, מעדיפים לעשות לבד, חבל על הכסף, הולכים לילד של השכנה, לבן שעובד בהייטק, הכל יפה. באמת, הראיתי הכל, מהכל. אבל לפעמים, עדיף להיעזר בבעל מקצוע, כדי לעשות דברים, כדי לא לפגוע במחשב, כי אחרי זה... אני רוצה להגיד לך משהו, לפעמים אנשים עושים דברים לבד, מתוך רצון לחסוך, ואחרי זה עולה להם פי 10 לתקן את הדברים האלה, תוכנה נגיד שהם מסירים, ואז כל הנתונים שלהם הולכים, ואחרי זה לשחזר את הנתונים האלה, זה עולה פי 100 יותר זמן, ויותר כזה, וזה פשוט חבל, חבל, כי אפשר לתקתק את הדברים האלה גם בשעה, לא צריכים, זה לא 7 שעות עכשיו, עדיף מאשר לעשות את הדברים לבד. 
רחלי יהושע: (1:26:55) : אתה על התכנון שלי בחודש הבא שאני עובר את דירה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:03) : ואז צריך 
רחלי יהושע: (1:27:04) : לחבר גם עוד מסך. יפה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:07) : נעזור לך בכל דבר שאת צריכה. ברור, 
רחלי יהושע: (1:27:12) : תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:15) : כמה זיכרון יש לי במחשב? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:23) : ספרי רגע מישהו כתב ספרי אוויר כן ספרי אוויר זה נהדר ספרי אוויר אני כתב ספרי אוויר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:31) : מחיכה של ההורדות מפנם אחרון פרידה כן ספרי אוויר איפה הוא רשם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:41) : שימון שימון רשם ספרי אוויר כן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:47) : אני סופרת חמש אין שאלות אני מנתק 
חיה: (1:27:50) : כן אני רוצה לשאול אם אני בגוגל חרום ואני רוצה שיהיה לי למעלה תמיד פתוח הגוגל דוקס אז הוא כל פעם נעלם לי איך אני גורמת שהוא יהיה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:05) : נכון איפה שיש לך את הלשונית של הגוגל דוקס? 
חיה: (1:28:08) : כן. את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:09) : יכולה ללחוץ עליה כפתור ימני. 
חיה: (1:28:11) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:12) : ללחוץ על עצמדה וזה יישאר שם תמיד. 
חיה: (1:28:16) : אז למעלה כשהוא נמצא למעלה בתאבים? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:19) : כן. 
חיה: (1:28:21) : אז הוא נשאר גם כשאני אחבא את המחשב, הוא ידלק וידליק שוב? נכון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:25) : מאוד. מצוין, 
חיה: (1:28:27) : יופי, תודה רבה. ואם אני רוצה להוריד אותו לשורת המשימות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:35) : זה, אני לא, יהיה לי קצת קשה להסביר עכשיו, כי זה תהליך שהוא קצת פרוצדורה, צריך לעשות את זה. 
חיה: (1:28:42) : זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:42) : קצת מורכב להסביר את זה כשלוף. 
חיה: (1:28:45) : טוב, אוקיי, בסדר שיהיה למעלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:49) : גיאורה, יש לך שאלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:53) : יש לי שאלה. 
גיורא יוגב: (1:28:54) : עומר, אני מצביע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:56) : עומר. כן. אתה 
גיורא יוגב: (1:28:56) : יכול, אם אני אתן לך את פרטי המחשב, תוכל להגיד לי אם הוא מתאים לוינדוס 11? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:01) : בטח. תגיד לי רק את המאבדו. 
גיורא יוגב: (1:29:05) : זה בדיוק מה שחיפשתי אותך כל הזמן לשאול. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:08) : באמת? וואי, וואי, אני מרגיש, אני מרגיש, השם, איזה 
גיורא יוגב: (1:29:12) : רגל שאתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:12) : מחפש אותי. 
גיורא יוגב: (1:29:14) : עומר, 
גיורא יוגב: (1:29:19) : מה הבד... 
גיורא יוגב: (1:29:21) : אינטל R-Core, I3-4170 
גיורא יוגב: (1:29:25) : CPU. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:26) : לא, אפשר להתקין Windows 11 החל מדור 8. אם תסתכל על המספר של המאבד, רשום 4-1 משהו, נכון? 
גיורא יוגב: (1:29:38) : I3-4170 
גיורא יוגב: (1:29:41) : CPU. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:41) : 4-170 זה אומר שזה דור 4. הספרה הראשונה במספר זה אומר הדור. כל שנה יש דור חדש, היום אנחנו בדור 15. הדור שלך הוא דור 4 ואפשר להתקין ווינדוס החל מדור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:55) : 8 אני חושב שזה יש לו 11 שנים 
גיורא יוגב: (1:29:59) : נכון 
גיורא יוגב: (1:30:00) : נכון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:01) : הוא ישן גיאורה הוא ישן הגיע הזמן לשדרגו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:06) : גם המעבד שלו ישן גם הדור שלו ישן אני יודע שאתה אוהב ווינדוס 10 אבל אתה יודע מתקדמים גיאורה מתקדמים. אם 
חיה: (1:30:17) : קונים נניח מחשב חדש אז כל החומרים של המחשב הישן נשארים. צריך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:23) : להעביר אותם. 
חיה: (1:30:25) : צריך להעביר את הכל. אי אפשר להשאיר ולהתחיל ככה, כי אחרת זה כבר ימלא לי גם את החדש, את המקום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:35) : מה את רוצה לעשות עם הנתונים? 
חיה: (1:30:38) : שהם יהיו שמתי שאני אצטרך, אני... את רוצה להשאיר את כל המחשב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:44) : בשביל הנתונים? 
חיה: (1:30:45) : מה? את רוצה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:46) : להשאיר את המחשב בבית בשביל הנתונים? 
חיה: (1:30:48) : הוא כבר גם איתי וזה הוא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:51) : לא... לא, מה שעושים קודם כל... אם יש לך הרבה נתונים קונים דיסק יותר גדול, אם נגיד יש לך לא יודע כמה מהגודל, שקונים דיסק יותר גדול, היום דיסקים לא עולים הרבה כסף, אם יש לך ג'יגה של טרה של נתונים, קונים שתי טרה, זה לא סכומים גדולים, 
חיה: (1:31:09) : זה דיסק ריצוני? לא, דיסק פנימי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:13) : דיסק פנימי בתוך 
חיה: (1:31:15) : המחשב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:17) : לשים? כן, במחשב חדש קונים דיסקים יותר גדולים, נגיד יש לך מידע X, גודל X אז קונים X כפול 2 קונים כפול מהגודל ואז לא הלכבה של נתונים 
חיה: (1:31:33) : אבל אם במחשב הישן אני רוצה להגדיל נניח 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:38) : אני לא יודע איזה מחשב יש לך האם הוא שווה כמה זמן יש 
חיה: (1:31:41) : לו כבר די 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:44) : הרבה 
חיה: (1:31:46) : שנים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:47) : אם זה מחשב נהד 
חיה: (1:31:50) : כן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:51) : לא, לא חושב שזה שווה. צריכים לפתוח את המחשב, להגדיל את הדין, זה עולה כסף, לא בטוח שזה שווה את הכסף, במידה וזה מחשב ישן, צריך לבדוק. את יכולה, אם היית למידה טובה והקשבת לשיעור, את יכולה לשלוח לי את הספסי של המחשב שלך, אם הקשבת איך מתקינים ספסי, תתקין, תשלחי לי את הנתונים שלו, ואני אגיד לך אם כדאי או לא כדאי לקנות או לשדרגו. 
חיה: (1:32:19) : את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:20) : תזכרי לעשות את הספסי הזה? 
חיה: (1:32:21) : אז נראה. אוקיי, תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:30) : שאלות, בקשות, מענות, טענות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:36) : סופר על חמש, אחת. 
סמיון: (1:32:39) : אמרתי תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:40) : אה, וכיף סמיון, וכיף, וכיף, וכיף, ואהבה, ואהבה. תודה 
חיה: (1:32:45) : רבה, באמת. 
