עומר טייכר | מדריך וטכנאי מחשבים: (20:04) : אני כבר שם אתכם במיוט אני מתחיל להודקה אני משתיק אתכם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:10:17) : איך אני עוד יכול לעזור לכם לפני שנעבור לשאלות? קודם כל אני נותן שירותי תיקון מחשבים, כל דבר שמתיקון תמיכה מרחוק, תיקונים פיזיים, כל מה שצריכים, כל מה שקשור למחשבים אני עושה. ארדאות גיבוי בענן שחלק מזה אני אדגים בשיעור הבא, בפרק הבא, פרק 5, ניהול סיסמאות, שחזור חשבונות, והגדרה של אימודו שלבי, שזה מאוד חשוב, אנשים ננהלים מחוץ לחשבון שלהם, לפעמים זה מאוד מורכב לשחזר את החשבון, זה לא תמיד פשוט, יש לי שיטות מאוד מאוד מתקדמות לבצע את השחזורים, אימודו שלבי זה מאוד חשוב, שלא יפרצו לכם לחשבון, אני לא מוכר ציוד קרן, רק נותן שירות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:01) : הדרכות מותמות אישית אני לא מאמין בתהליכי הדרכה הארוכים ומעייפים ויקרים, מאלף עטף פחות אני, אני יותר עובד על התמות אישיות, אתם אומרים מה אתם רוצים ללמוד, אפילו אם אתם לא יודעים אני אשאל אתכם ואני אדייק לכם את זה, לוקחים את הנושא, לוקחים את השאלות, מדריכים, שעה, שעתיים, גג, שלוש, ולומדים בצורה ממוקדת את כל מה שאתם רוצים לדעת, ארגון המחשב, כל מיני דברים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:31) : אם אתם רוצים להמשיך לקבל טיפים ממני, הקלטות, תזכורות, אתם מוזמנים לצרף לגבותת הוואטסאפ השקטה שלי מיומנו של טכנאי מחשבים, אני אשלח לכם את הקישור במייל הסיכום, אין לכם מה לדאוג, כולל ההקלטה, כולל ההקלטה של ההרצאות הקודמות, הכל, הכל, הכל תקבלו, קישורים, הכל תקבלו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:11:51) : בלי חפירות, תוכן שייתן לכם יותר שליטה למחשב שלכם, הקישור יצורף למעלה סיכום דרך אגב מי שענה תשובה נכונה לגבי הארכיון שרואים את זה בכל המיילים, יכולים לשלוח לי הודעה, אני עושה לכם מבחון עליי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:08) : עצרו איתי קשר, אני משאיר את זה כמה רגעים, לפני שאנחנו עוברים לשאלות, ושתוכלו לרשום את הטלפון שלי, גם זה אני אשלח לכם במייל הסיכום, אתם לא צריכים לזכור את זה בעל פה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:21) : תודה שהגשבתם, אני אקרא את הקלטה, אני ממשיך, בסוף אני אכבא אותה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:27) : אני אצא מה... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:29) : שיתוף מסך, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:33) : שוש כבר הרים את היד, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:36) : רגע 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:38) : אני אצא מה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:43) : רגע מה-spotlight, רגע, איפה אני, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:49) : אוקיי, עכשיו כולם רואים את כולם, אני אתן לכם לצאת, לפני שאני אתן לכם לצאת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:12:57) : מהמיעוט לפני שאני אתן לכם אני רוצה טיפה לעבור פה על שאלות ששאלו אותי בצ'אט זה מאוד חשוב לי נראה מה אני יכול לענות ומה לא אוקיי בוא נראה נעבור מההתחלה וואי יש פה המון שאלות רגע 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:14) : בוא נראה רגע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:23) : אתם יודעים מה? עזבו. אני אתן לכם לשאול שאלות פה בלייב ואחרי זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:30) : אני אענה על השאלות באופן פרטני למי שרוצה לשאול. חכו אני אתן לכם לצאת מהצ'אט, מהמיוט. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:37) : אוקיי עכשיו אתם יכולים לצאת מהמיוט אבל כל אחד שאלה אחת. אני לא, כי יש פה הרבה אנשים אני רוצה שתהיה לכם זמן לשאול שאלות. יש לכם חצי שעת שיזרקו אותנו. בואו נתחיל בשוש. יאללה שוש שאלה אחת את יכולה לצאת מהמיוט. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:13:53) : תראי עליי 
SHOSH: (1:13:55) : לא לא אני שאלתי את זה בצ'אט 
SHOSH: (1:13:58) : כשעושים אימייל מג'ימייל אז אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:02) : נכנסת 
SHOSH: (1:14:03) : לבוקס לאימייל חדש אז איך אתה הגעת לתיוטה זה שאלתי זהו איך מגיעים לתיוטה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:09) : אוקיי אוקיי שאלה 
SHOSH: (1:14:12) : תשאלה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:12) : תשאלה יצרת אימייל חדש ולא סיימת אותו אוקיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:17) : לא סיימת לכתוב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:20) : יש לך כפתור איקס שאת לוחצת על ה-X, נגיד לא סיימת לכתוב או שלא, אין לך השראה עכשיו לכתוב את כל המייל. את יכולה ללחוץ עליו X או לצאת ממנו ואז הוא עובר ללשוניתיותה. בעצם זה כל המיילים שלא סיימת לשלוח, שהתחלת אבל לא סיימת לשלוח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:40) : האם עניתי לך? 
SHOSH: (1:14:42) : כן, תודה רבה. 
SHOSH: (1:14:44) : תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:44) : נורמו, יאללה. קלתי גם בפט 
Shlomo Ashkenazi: (1:14:50) : לגבי... כמות של מעל חמיקים 
Shlomo Ashkenazi: (1:14:55) : מסמכים שיש לי 
Shlomo Ashkenazi: (1:14:58) : באימאיל, אני רוצה למחוק אותם בבת אחת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:01) : יפה, אז אני רוצה להראות לך, שנייה אני אעשה שיער, אני אכנס לשיער, אני אראה לך מה שביקשת, נכנס לטבעת הדואר הנכנס שלי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:11) : בוא ניקח משהו שיש לי המון מיילים, אולי אמבטו, אני לא בטוח, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:19) : תסתכל, או בוא נראה אם יש לי פה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:22) : לא, אין לי, אני לא מוצא, אולי טקסמיט, אני לא מוצא, אוקיי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:28) : נניח שיש לי הרבה מיילים מטקסמיט, יש לי נגיד 100 מיילים, אוקיי? יפה, אני יכול ללחוץ על הכפתור הזה פה, שזה בחירה של הכל, ואז אם יש לי יותר מ-50 מיילים, יהיה רשום לי פה הודעה, יש לך כמות גדולה מהכמות שאפשר לסמן, האם אתה רוצה לבחור את כל המיילים, אתה תלחץ על בחירת כל המיילים, ותוכל לבחור הכל. אני חוזר, לוחץ על הכפתור פה למעלה, אם יש לך יותר מ-50 או לא יודע, משהו בוחר, יהיה כתוב, יש לך יותר מ-50, אתה יכול לסמן את כל המיילים, יהיה לך פה בהודעה מעל המיילים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:09) : כשיהיה לך יותר מיילים, אתה תראה את זה קורה. האם אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:14) : תהיה לך... כן, אני 
Shlomo Ashkenazi: (1:16:15) : אצללי, אבל האם יש אפשרות להגדיר מראש, איזה שוגעים 
Shlomo Ashkenazi: (1:16:21) : מיילים, אני אוטומטית איס? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:25) : שוב, שוב, תשאל אותי שוב. האם יש אפשרות... האם בתוך המיילים 
Shlomo Ashkenazi: (1:16:27) : אפשר להגדיר 
Shlomo Ashkenazi: (1:16:29) : מראש איזה... מיילים אני לא ארצה לקבל. למשל, כל מייל שיש בתוכו כמילה פרשומת, אני לא רוצה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:40) : לקבל. אפשר לעשות את זה, לא ניכנס לזה עכשיו, אפשר לעשות את זה ב... אפשר לעשות רולים, אפשר לעשות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:47) : חוקים, של מה, איזה מילה אתה לא רוצה שתיכנס לך, שתעבור לה... אפשר לעשות את זה. אם אתה רוצה, אפשר לעבוד על זה באופן פרטי, פשוט זה לא משהו שאפשר לעבוד עליו עכשיו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:00) : כי זה קצת מורכב. 
Shlomo Ashkenazi: (1:17:03) : אוקיי תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:05) : שאלות, עוד שאלות יאללה, אלי. אלי סלע. 
אלי סלע- איך למכור באמזון: (1:17:11) : אוקיי, אלן, קודם כל תודה על ההרצאה. בכיף. יש לי משהו שמציק לי כבר הרבה זמן ועוד לא הצלחתי להתגבר על זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:20) : אוקיי. 
אלי סלע- איך למכור באמזון: (1:17:21) : שיש לי תכתובות במייל עם אותו בן אדם, זאת אומרת חילופי מיילים כל הזמן, ואני כתבתי לו, הוא ענה לי, כתבתי לו, אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:29) : תראה את התשובה 
אלי סלע- איך למכור באמזון: (1:17:30) : וכל זה. הסדר שם מאוד מבולגן לא מוצאים את הידיים ואת הרגליים 
אלי סלע- איך למכור באמזון: (1:17:36) : יש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:36) : לי תשובה הבנתי אותך יש לי גם תשובה בשבילך ואני 
אלי סלע- איך למכור באמזון: (1:17:41) : אראה לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:42) : איך עושים את זה אני אראה לך איך עושים את זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:48) : זה משהו שכבר אני יודע הרבה זמן אבל נתקלתי בדיוק בשאלה שלך אתמול בדיוק מישהו שאל אותי אתמול מה שאתה שואל שירשור הודעות זה נקרא איך מבטלים שירשור הודעות אתה עוקב אחריי 
אלי סלע- איך למכור באמזון: (1:18:02) : זה לא איך מבטלים איך עושים את זה שזה יהיה מסודר שאני תמיד אתזעה את המילה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:08) : האחרונה. זה נקרא ביטול שרשור הודעות שמבטלים שרשור הודעות זה נהיה מסודר אוקיי? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:14) : דף ההגדרות אתה רואה מה אני עושה? 
אלי סלע- איך למכור באמזון: (1:18:17) : כן כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:18) : למטה יש לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:23) : תצוגת שיחה אתה רואה תצוגת שיחה? 
אלי סלע- איך למכור באמזון: (1:18:26) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:27) : כתוב אסלחה זה תצוגת שיחה פעילה. יש לך אפשרות לצוגת שיחה לא פועלת ואז לא יש שיר שור הודעות, זה בעצם יהיה כל מייל בנפרדו, זה הדבר השני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:38) : שאתה יכול לעשות. 
אלי סלע- איך למכור באמזון: (1:18:42) : אי אפשר לסדר את המיילים, אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:44) : לא 
אלי סלע- איך למכור באמזון: (1:18:46) : יכול. זה יהיה ברצף מהכי חדש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:49) : להכי ישן כל הזמן? זה באופן אוטומטי מסודר מהכי חדש להכי ישן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:55) : זה לא קשור 
אלי סלע- איך למכור באמזון: (1:18:55) : לשרשור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:56) : הודעות. זה שתפיק 
אלי סלע- איך למכור באמזון: (1:18:56) : אושב על הגן עם התשובה על התשובה, וכל זה פתאום שם נהיה כזה בלגן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:04) : תקשיב, הדבר היחיד 
אלי סלע- איך למכור באמזון: (1:19:05) : שיכול 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:06) : לעשות, זה לבטל שרשור הודעות. תבטל את זה ותראה איך זה עובד, תראה אם זה עובד לך ונוח לך. סמוך עליי. 
אלי סלע- איך למכור באמזון: (1:19:14) : ואז בעצם כל הודעה תהיה כמל נפרד? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:19) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:21) : תראה, להשפיע... 
Shlomo Ashkenazi: (1:19:22) : גם לראה כזה זה מה תביר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:25) : אתה יכול קודם כל לרכז את הבטביות וגם להשפיע על איך שמייל מסדר את האימייל שלו זה קצת קשה כי זה משהו מובנה. 
אלי סלע- איך למכור באמזון: (1:19:36) : כן הבנתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:37) : אבל 
אלי סלע- איך למכור באמזון: (1:19:38) : מה שאני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:38) : רוצה ממך תקשיב שלח לי את מה שבפירוט מה ששלחת לוואטסאפ אני אחקור על זה טיפה יכול להיות שאולי אני לא יודע את זה אני אבדוק איך עושים את זה. כי אתה יודע אני יודע הרבה אבל אף פעם אני לא יודע הכל. 
אלי סלע- איך למכור באמזון: (1:19:53) : כן כן. אני, האמת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:55) : היא שאני... 
אלי סלע- איך למכור באמזון: (1:19:56) : האמת היא שניסיתי באמת לחקור, למצוא בעצמי איזו תשובה, ואמרו שיש איזה כמו איזשהו... או פלאגין או איזשהו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:05) : פליג' אני 
אלי סלע- איך למכור באמזון: (1:20:06) : חשוב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:07) : שאני אבדוק את זה, יכול להיות שיש פלאגין מיוחד, 
אלי סלע- איך למכור באמזון: (1:20:10) : משהו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:11) : שהוא מאוד איכותי, כי אתה יודע יש המון פלאגינים, שעושים המון דברים, חלק מהם יותר איכותיים, חלק פחות, חלק עובדים יותר, חלק פחות, אני אמצא לך את הדבר שהכי מתאים לך. 
אלי סלע- איך למכור באמזון: (1:20:24) : 100%, תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:25) : בכיף. שאול, יאללה, שאל אותי. שלום, תראה, לי יש... 
Shaul Waniel: (1:20:30) : תודה. 
Shaul Waniel: (1:20:33) : בעניין של ווינדוס, המקשב שלי כבר לא מתאים שאני אעבור לווינדוס 11. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:39) : אוקיי. 
Shaul Waniel: (1:20:41) : האם באמת בשנה הבאה כבר ווינדוס לא ישרת את ווינדוס 10? או 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:47) : שאלה מעולה, שאלה יפה שאול. אז לפני... יש לי 
Shaul Waniel: (1:20:53) : המשך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:54) : אה יש גם המשך, אוקיי אני מקשיב. 
Shaul Waniel: (1:20:56) : כן, אם אתה יכול לבעלה בתשלום. לעזור לי שאני אשלח לך מה יש לי במקשב הזה מה כדאי לי לקנות כדי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:08) : שאני אכנות 
Shaul Waniel: (1:21:10) : את זה ואחר כך לעשות לי את העבודה של העברה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:13) : חד משמעית בזה אני מתמחה ודרך אגב זה לא צריך לשלוח לי אתה יכול להתקשר אליי. אתה יכול לדבר איתי בטלפון אני אעזר לך אפילו זה יהיה יותר מהיר ויותר יעיל לו. אתה יכול 
Shaul Waniel: (1:21:25) : להתקשר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:25) : אליי אני אדריך אותך מה לקנות ואני אעביר לך כל החומר בדיוק. אני יכול להעביר לך את כל החומר בדיוק איך שהוא נראה עכשיו במחשב שלך, שלא תצטרך להתאמץ אפילו בטיפה. תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:40) : מאיפה אתה בארץ? 
Shaul Waniel: (1:21:42) : בתחתיקווה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:44) : לא רחוק. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:46) : הוא מחוץ לארץ 
Shaul Waniel: (1:21:47) : מארגנטינה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:49) : במייל סיכום, זה גם חשוב, במייל סיכום, יש לך טלפון שלי, אתה תוכל ליצור איתי קשר אם אין לך אתא, אם אתה לא נמצא בקבוצה או משהו של ה... אני 
Shaul Waniel: (1:21:59) : נמצא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:00) : אוקיי, אז יש לך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:04) : כן. שוש, את רוצה לשאולות שאלה? כן. מה את רוצה לשאול? 
SHOSH: (1:22:08) : כן, אה, יופי, אני פתוחה. יש לי שתי שאלות. איך לבטל פרסומות בסלולרי, אם אתה תוכל ללמד איפה לקנות, איפה לעשות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:17) : מה זאת אומרת לבטל פרסומות בסלולרי? 
SHOSH: (1:22:19) : לפעמים אני קוראת ויוצא כל הזמן פרסומות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:23) : ‫זו שאלה אחרת, אלה. ‬
SHOSH: (1:22:25) : ושאלה שנייה אתם דיברתם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:29) : מה זה פלאגין דיברתם לא יודעת מה זה. פלאגין זה תוסף שהוא לא חלק מהג'ימייל עצמו הוא לא חלק מהפונקציות שקיימות בג'ימייל זה כאילו לא משהו מובנה בתוך הג'ימייל שהוא מוסיף לך אפשרויות למשל יש בוואטסאפ תוסף שנקרא ג'וני שהוא כאילו מתחבר לוואטסאפ בצורה חיצונית. והוא מוסיף לך אפשרות לוואטסאפ ווייב לתזמין הודעות ואולי כל מיני אפשרויות בעצם פלאגין תוסף זה בעצם משהו שמאפשר לך אפשרות שלא קיימות באופן מובנה בתוך התוכנה או בתוך השירות שיש לך האם הבנת פחות או יותר מה אני מתכוונת? כן קריצתי אבל מה 
SHOSH: (1:23:12) : שאתה אמרת על הבחור שתעזור לו עם הפלאגין זה גם יכול להעניין אותי כי אני זוכרת שלפעמים קיבלתי וזה גם אצלי היה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:22) : אני אני תיאור ענה עונה הכל יפה אז בסדר יכול להגין לזה לא אז אם 
SHOSH: (1:23:26) : תמצא תשובה גם אני ארצה בסדר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:28) : גם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:30) : בסדר גם בסדר גם 
SHOSH: (1:23:32) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:32) : אעשה את זה העולם הזה הוא כל כך אינסופי אינסוף לכמות מה שיש אבל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:40) : יש דברים איכותיים יותר ויש פחות זאת הנקודה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:45) : עוד שאלות בקשות מענות אני פתוח לכל השאלה שלכם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:51) : כן תעמי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:54) : רגע רגע את חלשה מאוד דקה אני מגביר אוקיי אני מקשיב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:00) : אוקיי. 
תמי: (1:24:03) : שהיא מנהלת 
תמי: (1:24:05) : חשבונות. היא מנהלת את המיילים בערפיון לפי כאילו תיקים של נימנים נקרא לזה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:14) : לפי מה? 
תמי: (1:24:16) : לפי כמו תיקי נימנים. כל המיילים שנניח אתה שולח למיילים והמיילים ישנים שהיא טיפלה בהם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:24) : זה נקרא תוויות. 
תמי: (1:24:27) : מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:28) : אני מבין, זה נקרא תוויות. 
תמי: (1:24:31) : ואז כאילו היא מצליחה למצוא את כל המיילים הישנים שהיא טיפלה בהם איתך, סתם דוגמה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:38) : זו 
תמי: (1:24:38) : מירשמה של אומר, היא מגיעה לכל המיילים של אומר ביחד, הם לא מתערבבים. נכון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:45) : מאוד, נכון. 
תמי: (1:24:48) : אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:49) : יכול להראות איך עושים את זה? אני לא אראה את זה היום, כי זה לא נושא השיעור שלנו, זה קצת יותר מורכב. אם תרצי, את יכולה לפנות, אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:57) : נעשה את זה כמה, הדרכה קצרה, אני אראה לך בדיוק איך עושים את זה. כי זה קצת, זה לא משהו שאני יכול להראות עכשיו, זה קצת יותר מורכב, איך מבצעים את זה, אבל אני יכול להראות לך בדיוק איך עושים את זה במידה ותרצי זה נקרא תוויות וזה נושא אחר. השאלה מה 
SHOSH: (1:25:14) : שהשאלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:15) : רגע רגע רגע שוש רגע. לא 
SHOSH: (1:25:18) : רק איך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:18) : רגע שוש רגע. תורא אותה שאני אשים אותך בחסום. תמי האם הבנת? באשטק סליחה. בסדר תמי? כן תודה. יש את האפשרות הזאת אבל זה קצת לוקח יותר זמן להסביר את זה. קצת אישו זה לא הנושא של היום. לא, לא, זה לא קשור להיום, זה לא הנושא של היום, לא למדנו עם תוויות. שוב, ב-Gmail, תודה תהיה שאין סוף מה ללמוד. אני יכול לשבת יום שלם ולהסביר את הדברים ב-Gmail, אבל לצערנו אין את הזמן הזה בשעה. כן, תודה. שוש, מה רצית להגיד? אה, 
SHOSH: (1:25:52) : לא, מה שהיא שאלה, זה, היא אומרת, כאילו, מה שהיא גברה, אפשר לשים את זה בתווית, לא בתווית, אלא אפשר כאילו לשים בארכיון, וזה יהיה קבוצה אחת, נגיד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:02) : לא, לא, לא, צריך להגדיר 
SHOSH: (1:26:08) : רק חשבתי אם הכוונה היא שנגיד משהו סגור אתה שומר אותו כקבוצה אחת. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:14) : לא לא לא לא לא לא. לא 
SHOSH: (1:26:16) : אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:16) : לא. זה פונקציה שצריך לדעת לבצע אותה. לא 
SHOSH: (1:26:22) : זהו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:24) : שאול אתה רוצה לשאול עוד משהו? רגע רגע חיה חיה רוצה לשאול לו. שלום קודם כל תודה 
chaya dr.fried: (1:26:28) : רבה לך אני 
chaya dr.fried: (1:26:32) : מאוד אוהבת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:33) : לשמוע אותך. אה באהבה. תמיד לומדת 
chaya dr.fried: (1:26:35) : דברים חדשים. אז רציתי להגיד שתמיד מאוד מאוד רציתי את הנושא הזה לדעת 
chaya dr.fried: (1:26:43) : אם מישהו קיבל את המייל ששלחתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:45) : או זה נהדר. שוב. אז 
chaya dr.fried: (1:26:47) : בצד פני. מה זה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:49) : שיש 
chaya dr.fried: (1:26:51) : מייל טרק. אבל למרושם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:53) : אבל זה הגרסה הישנה. 
chaya dr.fried: (1:26:55) : זה מסוכן ולא כדאי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:57) : לא, לא, לא, לא. זה לא מסוכן. 
chaya dr.fried: (1:26:59) : תפסל. לא, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:01) : לא, זה לא עומד. לא. תראי מייל טרק יש הרבה תוספים שהם קוראים לעצמם מייל טרק אתה לא בדיוק יודע איזה מייל טרק אתה מתקין כי יש כל כך הרבה מייל טרק זה כאילו נשמע שם אחד אבל זה יכול להיות מייל טרק סיני ומייל טרק מיפן זה יחד מפנית מייל טרק. חון 
chaya dr.fried: (1:27:21) : שמוש זה מסוכן שהיה שם כזה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:24) : שיש מייל טרק שהוא גם מסוכן שהוא מעביר מידע אבל המייל סויט סליחה באופן ספציפי הוא בטוח להתקנה. 
chaya dr.fried: (1:27:34) : תודה רבה זה ממש מצוין זה כל כך ישיר. ימים בחושב קיבלו את המייל לא קיבלו את המייל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:44) : חד משמעית. 
chaya dr.fried: (1:27:46) : תודה רבה לך תודה תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:49) : רחל את רוצה לשאול שאלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:52) : כן 
רחל: (1:27:52) : תודה קודם כל תודה על הדרכה ממש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:54) : היה 
רחל: (1:27:54) : כיף. רציתי לבדל איך אני יודעת מה גודל של אימא. למשל באוטלוק יש לי עמודה של גודל של האימא. בג'ימל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:05) : אין לי עמודה של אימל. את לא יכולה לדעת, לא. אין דבר כזה לדעת גודל. את יכולה להוריד את הקובץ ולראות מה הגודל שלו, כי הגודל של האימל בדרך כלל לפי הגודל של הקובץ. נכון, אבל 
רחל: (1:28:17) : למשל, באוטלוק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:19) : כן יש לך עמודה כזאת. נכון, אבל הג'ימל, אין לו את כל הפונקציות של האוטלוק. הבנתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:25) : אבל אני יכול להגיד לך שתראי, לא הייתי מלחיץ את עצמי לגבי גודל, למה? כי ג'ימייל היום שאתה רוצה ששולחים לך נגיד קובץ גדול, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:36) : אתה לא יכול לשלוח קובץ גדול, הוא עולה אוטומטי לדרייב, לענן קבצים, ואז נשלח. זאת אומרת שבין אחד בן אדם לא יכול להחזיק קבצים מאוד מאוד גדולים, אז הסיכוי שהג'ימייל שלך יהיה גדול הוא נמוך. מבינה אותי? הבנתי. אם אני אחזור. תודה 
רחל: (1:28:54) : רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:57) : אם רוצים לשלוח לך קובץ גדול נגיד 20 מגה, אי אפשר, או בטוב אינם צריך להעלות את זה לענן, ורק אחרי זה את מקבלת את הקובץ, זאת אומרת שהג'ימאשריך לא יתפוצץ. 
רחל: (1:29:11) : הבנתי, אוקיי, תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:13) : זה כיף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:14) : בוא נראה מי עוד רוצה לשאול, רגע, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:20) : יאללה, אליש, רגע, נחום, נחום, לא שאל, נחום לא שאל, לא. 
