עומר טייכר | מדריך וטכנאי מחשבים: (21:29) : עוד חמש דקות מתחילים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:34) : חידשתי את התמונה שלה מיומנו של טכנאי ההרצאה הבאה היא תהיה ב-28 בדצמבר בשעה 6 תקראה תיבת ההפתעות מה מחכה לנו בפרק הבא תיבת ההרצאות, הרצאה שכולה ג'ימיילו אבל לא כמו שהכרתם תלמדו איך להשתמש בכלים חבויים איך להפוך את הדואר שלכם לכלי שיווק ואיך ג'ימייל רגע יכולה לחסוך לכם שעות של עבודה לא טכנאות תכלס 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:04) : איך אני יכול לעזור לכם? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:07) : כל דבר שקשור לתיקול מחשבים, אני פה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:11) : כל דבר שקשור לגיבויים, גיבוי בדיסק חיצוני, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:15) : גיבוי בענן, כל מה שקשור לגיבוי, אני פה לעזור לכם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:20) : ניהול שיסמאות, שחזור חשבונות והגדרה של לימוד דושלבי כדי להבטח את החשבונות שלכם. אתם יכולים להיות המומימו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:31) : מאיזה חשבונות אני הצלחתי לשחזר של גוגל ושל פייסבוק ושל אינסטגרם יש לי יכולות מאוד מאוד גבוהות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:41) : לשחזר חשבונות שנפרצו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:46) : אם יש לכם איזה חשבון שם לא מצליחים להיכנס אליו אתם רוצים להגדיר עימודו שלבי שזה בעצם הגדרה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:55) : של להיכנס לחשבון שלכם בצורה מובטחת יותר איך לנהל סיסמאות בצורה נכונה, אני דיברתי על זה בהרצאה הראשונה שלי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:04) : הדרכות, אתם רוצים לדעת משהו במחשב? לא צריך ללמוד מאלף עטף ולשאלים אלפי שקלים, אין צורך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:11) : אתם נותנים לי רשימת נושאים שאתם רוצים, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:15) : כמה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:17) : שאלות שיש לכם אני מדריך אתכם בצורה ממוקדת. ענת תכף ותהי לי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:23) : רוצים להמשיך לקבל טיפים, הרצאות ותזכורות? אתם יכולים להצטרף לקבוצת הוואטסאפ שלי, שיום יומנו של טכנאי מחשבים, בלי חפירות, תוכן שייתן לכם יותר שליטה למחשב שלכם. אתם תקבלו מייל סיכום עם הכל, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:39) : כל הכישורים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:43) : וכל הטלפונים וסיכום, הכל, אני לא מחפף. מייל סיכום אתם תקבלים עם הכל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:53) : יכול לעזור למישהי שלא יכול להתחבר בפייסבוק, אין סכם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:57) : הכל אני יכול בחופש הגדול צרו איתי קשר טלפון זה הטלפון שלי תרשמו אותו אתם תקבלו אותו גם במייל הסיכום 0526 587 420 תודה שהקשבתם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:17) : נסיים את ההקלטה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:19) : רגע 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:21) : נסיים את השיתור זה היה פה ההקלטה הזאת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:27) : סטוק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:28) : ניצא מה-Highlight רגע 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:31) : רגע רפואני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:39) : ספוטלייט עכשיו אני רואה את כולכם אני אוציא אתכם ממיעוט אבל כל אחד שאלה אחת כל אחד שאלה אחת אני אענה לכם אתם יכולים לשאול על מה שאתם רוצים לא חייב על רק מה שהיה בהרצאה מה שאתם רוצים תשאלו רגע אני אספר לכם את ממיעוט 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:00) : יפה אתם יכולים לשאול בהרמת אני לא יודע אם אני רואה את כולכם אבל אתם יכולים בהרמת יד או בשוש יאללה שוש שאלה אחת שוש 
SHOSH: (1:18:12) : אתה הראית 
SHOSH: (1:18:14) : שאתה מחזיק את המייבס שיער כן רגע רגע 
SHOSH: (1:18:20) : מברשת דקה אתה עושה בחריצים איזה חריצים על איזה חריצים דיברת לא הספקתי לראות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:25) : יש לך מעברר, נכון? 
SHOSH: (1:18:27) : אתה, לפתוח את המחשב, אתה אומר, קודם כל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:31) : בוודאי. 
SHOSH: (1:18:32) : לא, אני לא טכנאית, אוקיי. אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:34) : אל תעשי שוש, לא, לא. לא, 
SHOSH: (1:18:37) : בסדר, רק סתם, רציתי רק להבין. לא, יש לי מחשב, הוא חדש, אני לא צריכה לעשות את זה עוד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:43) : אבל הוא עוד שנה לא יהיה חדש. אוקיי, 
SHOSH: (1:18:46) : אבל אתה התכוונת לפתוח את הקופסא ואז עם המברשת? אמת, אמת, אמת. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:51) : אצלאות קירור, נכון גיאור, אצלאות קירור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:55) : מה? לא לא גירור רשם פה את השם של זה נקרא צלעות קירור אה 
SHOSH: (1:19:00) : לא יודעת איפה זה אבל היה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:02) : לך 
SHOSH: (1:19:03) : תמונה לא הספקתי לראות אם אתה יכול אחר כך לראות את התמונה הזאת מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:07) : מה את רוצה לראות? מה 
SHOSH: (1:19:08) : שאמרת שמנקים את החריצים אז זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:12) : תודה 
SHOSH: (1:19:13) : שאלה אחת הנה 
SHOSH: (1:19:15) : שאלה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:16) : אחת מי עוד רוצה לשאול לו? אפשר 
Siveriver Semionzz: (1:19:18) : לסלול אותך? שאל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:19) : אותי ערב 
Siveriver Semionzz: (1:19:22) : טוב ויש פה מהפסד פנטום שמחוברת למקשב ומקבל. אוקיי. עכשיו כשאני עושה שריקה ממקשב, הכל עובד יפה וטוב. כן. אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:36) : אני 
Siveriver Semionzz: (1:19:36) : רוצה לעשות שריקה ממדפסת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:39) : אני 
Siveriver Semionzz: (1:19:41) : מחבל הודעה שזה לא מחובר למקשב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:45) : זה משהו חדש שקרה לך? 
Siveriver Semionzz: (1:19:47) : זה להכרונה כאן פניתי מספר פעמים היווריים מפנתום. הם עבדו כמה דקות טובות, תקנו, לאחר זמן קצר זה עוד פעם חוזר. תקיבו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:04) : זאת לא תקלה שקל לסדר אני גם אסביר למה אוקיי? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:08) : מה שהחברות האלה עושות איזה חברה זאת? תגיד לי שוב פנטום 
Siveriver Semionzz: (1:20:12) : פנטום 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:13) : או פנטום מה שהחברות האלה עושות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:17) : הן משדרגות את התוכנות שלהן הן עושות אפגריידו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:22) : מה שקורה זה גם קורה בבראדרו אוקיי? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:28) : מה שמקשר בין המטפסת שלך למחשב זה לא הקבל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:34) : זה התוכנה של פנטום או בראדר, זה התוכנה המקשרת, אם אין תוכנה אין קשר, אתה יכול לחבר את המדפסת בלי תוכנה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:44) : ויש שינויים בתוכנות שהם עושים update, שהם משבשים בראדר בעדכון האחרון שלהם, וזה לא משנה איזה תכנה יעזור לך שם, לפעמים הוא יעשה את זה מניפולציה, אפשר לבדוק, אפשר לבדוק כי אני לא מכיר את המטפסת אני מכיר, אני יודע שבראדר הם עשו תקלה בגרסאות האחרונות וזה לא פתיר אני לא מכיר את המדפסת שלך יכול להיות שיש לך מן איזה הגנה בפיירוול בחומת רשת אולי באנטיבירוס שחוסם את הגישה הזאת אפשר לבדוק את זה כאילו צריך לראות פרטנית צריך לראות מה חוסם יכול להיות שהתוכנה עובדת שלא היה הזקון אבל יש לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:25) : איזה שני אנטיבירוסים שמותקנים במקביל משהו שחוסם זה עובד על החיבור הזה אם משהו חוסם את החיבור זה לא יעבוד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:36) : הבנתי 
Siveriver Semionzz: (1:21:37) : פשוט זה בעבר הבעט ואחרי שהם מתקנים זמן קצר זה עובד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:43) : זה מאוד מאוד נקודתי וזה צורש בדיקה הבנתי 
Siveriver Semionzz: (1:21:51) : תודה 
SHOSH: (1:21:51) : אז מה עושים אלה של בראדר אם זה בגלל שינוי מה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:55) : עושים אלה של בראדר הם שורקים דרך המחשב 
SHOSH: (1:21:59) : מה זה נקרא לסרוק דרך המחשב? לא הבנתי, הרי אפשר לסרוק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:05) : רק דרך המדפסת. 
SHOSH: (1:22:06) : אני פחות יודעת, אתה רואה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:08) : לא, לא, אני בסדר שושל, לא צוחק איתך. לא צוחק עלייך, צוחק 
שרה שטיינר מעצבת פנים: (1:22:13) : איתך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:14) : יש רגע, יש את האפשרות לסרוק דרך המדפסת או לסרוק דרך המחשב. יש תוכנה במחשב, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:22) : לכל מדפסת יש תוכנה אחרת, שאפשר ללכות שריקה ולסרוק דרך המחשב. זה בעצם שולח פקודה למטפסת ואנחנו שורקים דרך המטפסת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:33) : את איתי שוש? זאת 
SHOSH: (1:22:34) : אומרת אתה בפקודה במחשב שאומר לו תסרוק וזה דרך המטפסת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:39) : ויש אפשרות דרך המטפסת שזה מתפגש המון פעמים המון פעמים יש פיקשושים זה עובד על התוכנה של 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:48) : המטפסת זה מתפגש יש הרבה בעיות עם זה אבל הצריקה במחשב תמיד עובדת 
SHOSH: (1:22:57) : יופי, אני הכרתי רק את זאת, לא ידעתי שיש משהו אחר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:02) : שרה, רציתי לשאול משהו? 
שרה שטיינר מעצבת פנים: (1:23:03) : כן, רציתי לחדד את מה   כתבתי לך, יש לי חברה טובה, יש לה אינסטגרם, יש לה פייסבוק עסקי ופרטי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:11) : והיא 
שרה שטיינר מעצבת פנים: (1:23:11) : מצליחה להעלות פוסטים, היא מצליחה לעשות הכל, היא לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:15) : יכולה 
שרה שטיינר מעצבת פנים: (1:23:15) : לחבר אותם, 
שרה שטיינר מעצבת פנים: (1:23:18) : כי היא לא מוגדרת משום מה כמנהלת. 
שרה שטיינר מעצבת פנים: (1:23:22) : יש לה מייל, יש לה סיסמה, יש לה הכל. היא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:24) : מנהלת איפה? בפייסבוק אבל זה חשבון שלה אין להגדרה של מנהל 
שרה שטיינר מעצבת פנים: (1:23:32) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:33) : לא יודעת איך שאולי לא מבין הרי זה חשבון אתה לא מוגדר כמנהל בתוך חשבון פייסבוק וגם לקבוצה צריך לבדוק את הסוגיה אין אפשרו של אדמין זה חשבון שלך אוקיי 
שרה שטיינר מעצבת פנים: (1:23:45) : למה היא לא מצליחה לחבר אף אחד לא הצליח לחבר לה את זה גם לא. איך לבדוק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:50) : את זה? זה לא בדיקה סבא זה לא משהו שאני 
שרה שטיינר מעצבת פנים: (1:23:54) : יכול לבדוק לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:55) : אין בעיה אני אעביר לתות תלתה אפשר לעשות אני אסביר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:58) : יכול להיות שהאינסטגרם שלה הוא לא עובדת דרך הפייסבוק שלה, הוא מנסה להתחבר דרך חשבון אחר, אפשר לעשות מניפולציה שם, לצאת מהחשבון, לחבר אותו לחשבון הקיים, צריך לבדוק את זה, זה פתיר, אפשר לפתור את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:15) : אוקיי. אבל זה לפעמים יכול ללכת, אז זמן, שעה, משהו כזה, זה לא תמיד בשני קליקים. 
שרה שטיינר מעצבת פנים: (1:24:22) : לא, ברור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:24) : אבל זה אפשרי. אם יש לה אפשרות של שחזור חשבון או איזה כל נתון מסוים, היא יכולה לעשות את זה. 
שרה שטיינר מעצבת פנים: (1:24:32) : אני אעביר לתה טלפון שלך, תשאל את השאלות המתאימות, ואחרי זה תחליטו איך אתם מתקדמים. טוב. טוב, תודה רבה. תודה, אני רוצה את הים מעולה, תשלח לי קישור לג'ימאיט. תציע, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:44) : תציע, כל טוב. יאללה, 
שרה שטיינר מעצבת פנים: (1:24:46) : ביי. 
SHOSH: (1:24:48) : אני רציתי לשאול לגבי ה... 
SHOSH: (1:24:54) : פרח לי לא רק לא לגמר ציטי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:56) : לנקות את הזה, את רוצה שאני אביא לך מנקים? 
SHOSH: (1:24:59) : אה כן, תודה. 
SHOSH: (1:25:07) : אני רואה את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:08) : הפרח כן? איזה פרח? 
SHOSH: (1:25:09) : פרח כחול כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:11) : רגע רגע תראי לי אם את רואה את התמונה. 
SHOSH: (1:25:15) : כן כן כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:17) : למטה זה המאבד את רואה את המאבד למטה? כן. באמצע זה צלעות הקירור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:24) : פה יש את האבק את רואה? ולמעלה יש את המעבררו לא צריכים לנתק את המעבררו. מכניסים את המכחול דרך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:33) : דרך הפרופלואים האלה, דרך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:36) : של המעברר, ומנקים את החריצים, פתיר, כאילו זה לא משהו בלתי אפשרי. אה, 
SHOSH: (1:25:44) : זהו, נזכרתי מה רציתי לשאול. אם אני קונה כזה, יש בקבוקון כזה שעולה 30-40 שקל, אוויר, כאילו אוויר. כן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:53) : נו. זה עובד 
SHOSH: (1:25:54) : מופן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:55) : זה עובד מופן, את חייבת לנקות את החריצים. 
SHOSH: (1:25:58) : כן, כן, אז זה גם טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:00) : זה לא שתקני, את יכולה לסכן, תעשי את זה. אני לא יודעת. 
SHOSH: (1:26:04) : יכולה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:04) : לקנות אבל בשביל לנקות את הזאת חייבת לנקות את החריצים זה לא היה עזור לך 
SHOSH: (1:26:11) : אבל זה סתם היה נראה לי בזבוס כסף 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:13) : אבל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:15) : הכסף זה לוקח דקה אתה 
SHOSH: (1:26:17) : נתת הרשות רק עכשיו אני לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:19) : צריכה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:21) : יורשף חדש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:23) : מדי פעם, פעם בשנה פעם בחצי שנה 
SHOSH: (1:26:28) : אבל פעם ראשונה שאני שומעת על הפן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:31) : מה זה 20 שנה אני עם פן אתה 
SHOSH: (1:26:34) : יודע אני לא יודע גם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:35) : את השיער שלי אני עושה עם פן 
SHOSH: (1:26:39) : גם אני זה בסדר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:40) : אני אבלורית אני לא יכול לתפעל אותם לפן אנחנו 
Siveriver Semionzz: (1:26:46) : סותפים גם אני עם פן 
SHOSH: (1:26:49) : בחורף רק בחורף אני מסתמשת בפן בקיץ אני לא כשהייתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:54) : בן 16 הייתה לי רעמת שיער אמרתי לתמיד שאת צעיר אתה אומר לי זה לא יקרה אני שייר עם השיער הזה לעד, ובסוף גם את החוטף, את הבלו, את הקרחת, זה לא עוזר שום דבר. היום 
SHOSH: (1:27:07) : זה לכל הצעירים, נראה ממש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:10) : צעירים. 
AD: (1:27:12) : אפשר לשאול משהו על החידון? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:15) : ברור. 
AD: (1:27:17) : עניתי על איזה שלוש, ארבע, חמש שאלות, ופתאום הגעתי, זהו, זה נגמר. זה לא נתן לי את כל העשר שאלות. זה פתאום אמר הציון שלך, אני יודע, חמישים. אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:28) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:30) : אסביר אני אסביר מה שקורה זה לא הבעיה בחידון אני אסביר לפעמים יש בעיות בשרתים של האפליקציה מה שאתה עושה אתה שולח לי הודעה פרטית כי זה קורה זה כאילו מתוך 20 אנשים שמשתתפים בחידון זה קורה לשניים אוקיי? אחד לעשר משתבש אין מה לעשות אני לא שולט על זה אתה שולח לי הודעה פרטית אני מאפס לך את האפשרות ואתה מתחיל מחדש. 
AD: (1:27:58) : אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:59) : לא צריך להיות בקטע כזה של הלך לאיבוד אני יכול לאפס לך אתה משתמש ואתה מתחיל מחדש אוקיי 
AD: (1:28:06) : תודה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:07) : אין לי שליטה לדבר הזה הלוואי והיאלי אבל זה עובד על השרתים 
AD: (1:28:10) : שלך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:10) : לא לפחות 
AD: (1:28:11) : אני לא פסיכי זה באמת היה קרה אתה אומר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:13) : נכון נכון נכון זה לא רק לך היה את זה גם ליעקב מוזס 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:18) : נכון זה קורה כי השרתים הם לא זה לא גוגל זה לא שרתים ברמה כזאת שהייכות שלהם למדתי 
AD: (1:28:26) : משהו לפעם הבאה 
AD: (1:28:31) : שאלות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:32) : מענות בקשות טענות הערות. 
נעמי: (1:28:37) : כתבתי בצ'אט שאלה 
נעמי: (1:28:39) : מה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:39) : השאלה ששלחת אני לא רואה רגע אני אסתכל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:45) : נעמי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:47) : אני רואה תוכל להראות שהוא באיך להגיע לחיסכון באנרגיה ומה צריך לסמן אוקיי אני אראה לך אני אראה לך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:57) : את רואה את המסך שלי? 
נעמי: (1:29:00) : כן. אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:03) : יש לך מחשב נהד? 
נעמי: (1:29:05) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:06) : אוקיי. את רואה למטה את הסרגל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:11) : אייקונים? שורת אייקונים? כן. את רואה איפה שיש לך את הסמל הזה של המיקרופון ואולי ווי-פיי? את רואה את זה? כן. 
נעמי: (1:29:23) : כשאת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:23) : לוחצת על זה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:26) : היא פתח לך ריבועים. 
נעמי: (1:29:30) : אוקיי, מצאתי. מצאת? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:33) : כן, 
נעמי: (1:29:33) : אני מצאתי. יופי, אז צריכים לסמן משהו שם? באמת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:37) : חיסכון באנרגיה. שהוא 
נעמי: (1:29:38) : יהיה מסומן? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:40) : כן. 
נעמי: (1:29:41) : יופי, תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:42) : אבל רק כשאת עובדת על סוללה, זאת אומרת שזה מפחיד את העוצמות של המחשב, זאת אומרת שאם את מחוברת בבית לקבל, אין צורך. זה הלכותי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:55) : מה זאת אומרת, תלכותי? מה 
נעמי: (1:29:57) : זאת אומרת, לקבל לחשמל אתה מתכוון? מחוברת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:00) : למדען 
נעמי: (1:30:04) : בבית לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:06) : הבנתי. אני אסביר, אני אסביר, אני אסביר. בבית המחשב הנהד שלך מחובר למחובר למטען, נכון? מטען, אם שאתה חברת, זה חשמל, לא? 
נעמי: (1:30:16) : כן, כן, זה בסדר, אני הבנתי. אז עכשיו כשהוא מחובר לא צריך, אבל כשמחוץ לבית, אז כן. 
נעמי: (1:30:22) : מעולה. יופי, תודה רבה. תודה 
SHOSH: (1:30:26) : רבה. אני ראיתי גם אנשים שיש להם מכשיר כזה, שהוא אומר שהוא נותן לו ספק חשמל לא כל כך הבנתי 
SHOSH: (1:30:33) : למחשב נייד ראיתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:35) : שוב אני קורא פה משהו שוב תגידי לי שוב אני 
SHOSH: (1:30:38) : ראיתי מישהו מחשב נייד שהיה לו גם תוספת כמו בטריה כזאת שאומר שהיא נותנת לו את החשמל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:45) : נכון אבל זה לא כל אחד יכול יש מחשבים ניידים החדשים שיש להם הם נקראים פאוויר דליברי אני לא אפרט אני לא אכנס לזה זה טכנולוגיה של מחשבים יותר חדשים 
SHOSH: (1:30:58) : שאתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:58) : יכול להתאים אותם דרך סוללה חיצונית זה לא כל מחשב יכול לעשות את זה, גם מחשבים חדשים, הם טיפה יותר יקרים, הם 
SHOSH: (1:31:07) : נשאירים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:08) : דרך פאוור דיליברי, ואז אתה יכול לקנות סוללה חיצונית ולהתאים אותה דרך סוללה חיצונית, זה להיט, אבל לא כל מחשב יכול, מעטים המחשבים, לכן אל תבנו על, אל תבני על זה שוש. 
SHOSH: (1:31:20) : אני לא בונה, אני לא יצאתי מחשב נאי עד החוצה, אבל אני לא סטודנטית, אבל... אבל זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:24) : להיט, המחשב שלי הוא פאוור דיליברי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:27) : זה להיט, זה להיט. אבל 
SHOSH: (1:31:29) : גם ראיתי אנשים שמוסיפים גם במחשב הנייד כאילו את הווי פיי. 
SHOSH: (1:31:36) : מה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:36) : זאת אומרת? 
SHOSH: (1:31:38) : לא יודעת הם ככה אמרו כאילו מקבלים אינטרנט למחשב הנייד. קנו לו דבר כזה. כן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:43) : זה נקרא אני לא מספיק מבין בזה. זה מין דונגל כזה שקונים מסלקום או פרטנר ואתה מחבר למחשב ונותן לך אינטרנט כמו אינטרנט כזה של טלפון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:00) : בכסף 
SHOSH: (1:32:00) : אני יודעת כל חודש שוש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:03) : לא לא מעניין אותי 
SHOSH: (1:32:05) : אני לא יושב בבתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:06) : קפה 
SHOSH: (1:32:07) : את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:07) : מכירה משהו שנותנים חינם פה בארץ 
SHOSH: (1:32:10) : אה לא אני לא שורשו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:11) : לי כסף 
SHOSH: (1:32:12) : אני לא יושב בבתי קפה זה לא משנה 
SHOSH: (1:32:16) : יואה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:16) : מה לא הבנתי מה כתבת תחליף את התמונה שלך בתמונה של השוקולד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:22) : אהבתי אהבתי כן כן כן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:25) : נעמי בכיף 
AD: (1:32:27) : שאלה על הטיפ שלך של ה-Ctrl-Shift-Escape, לא עובד אצלי. זה יכול להיות שרק מ-Windows 11 או משהו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:34) : לא, לא, לא, לא, לא. 
AD: (1:32:37) : לא, לא שמענו את השאלה, 
SHOSH: (1:32:37) : אומר. מה השאלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:40) : מ-Windows 98 זה ככה. מה 
SHOSH: (1:32:42) : זה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:43) : אולי אתה לוחץ על השמאלי ולא הימני, יכול להיות? 
AD: (1:32:46) : יכול להיות. תלחץ 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:48) : על השמאלי, תלחץ על השמאלי. 
AD: (1:32:50) : לא, על השמאלי אני לוחץ. אבל השיט 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:53) : גם... גם 
AD: (1:32:54) : השיף צמאלי, הכל צמאלי אני 
SHOSH: (1:32:57) : עושה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:57) : כל צמאלי תעשה וזה לא עושה לך? 
AD: (1:32:59) : כלום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:00) : מעניינו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:03) : צריך לבדוק למה. אבל זה לא משהו, זה כאילו, 
