עומר טייכר | מדריך וטכנאי מחשבים: (24:15) : עוד חצי דקה מתחילים. עוד חצי דקה מתחילים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:43) : טוב, אבל השאלה, אם הוא חוצץ בין חדרים, אם הממד... לא, לא, 
תמי: (1:15:47) : לא, הוא לא חוצץ, הממד הוא בקומאנים. אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:49) : מספיק שניים. 
תמי: (1:15:51) : מספיק שניים? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:52) : כן. 
תמי: (1:15:52) : באיזה מרחק לשים ביניהם? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:54) : האפליקציה שלהם, תגיד לך. פעם שאת קונה אותם, את מתחברת דרך אפליקציה, זה חיבור מאוד פשוט, והאפליקציה תגיד לך באיזה מרחק הכל יתעשה. 
תמי: (1:16:05) : אוקיי. אוקיי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:06) : זה לא משהו... 
תמי: (1:16:07) : כמה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:07) : זה עולה 
תמי: (1:16:08) : בערך? אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:09) : חושב שתי יחידות עולות משהו כמו 500 שקל בערך. 
תמי: (1:16:14) : אוקיי. שתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:14) : יחידות עולות משהו כמו 700 שקל או 800, אני לא יודע בדיוק. 
תמי: (1:16:18) : אבל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:19) : זה משנה חיים. 
תמי: (1:16:20) : טוב, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:22) : שאלה 
תמי: (1:16:22) : שנייה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:23) : האם 
תמי: (1:16:24) : ההרצאות שלך נמצאות ביוטיוב או שצריך.. תראי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:26) : אני מעלה אותן ליוטיוב. אז 
תמי: (1:16:28) : הפרק.. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:29) : אבל רק למשתתפי הסדנה, זה לא פאבליק, זה לא פומבי לכולם, אני שולח את זה רק למי שישתף בסדנה. 
תמי: (1:16:36) : אז אנחנו נקבל קישור כאילו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:39) : נשמע, אמת. 
תמי: (1:16:39) : אז אפשר לקבל קישור גם לראשון? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:45) : הארצה על המעין סיכום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:47) : אבל תודעת מה? אני אוסיף את זה למהל סיכום גם את הראשון. ברי 
תמי: (1:16:51) : Xiaomi למה לא בעצמם? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:52) : אני אוסיף למהל סיכום. 
תמי: (1:16:53) : צריך לך בלבול מוח. כן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:55) : אז כי אני אוסיף למעין סיכום לא עשיתי את זה אני אוסיף. 
תמי: (1:16:59) : כנראה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:59) : מחר. כי אני הולך אחרי ההרצאה, אתם תקבלו את זה מחר את המייל סיכום. 
תמי: (1:17:03) : טוב, דבר נוסף, אני לא הבנתי הכל, אני הולכת להראות את ההקלטה, ואם יהיה לי שאלות מה עושים, איך אפשר ליצור איתך קשר? או 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:12) : וואטסאפ, אני שולח במייל סיכום את הטלפון שלי, 
תמי: (1:17:15) : שחילי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:16) : וואטסאפ. 
תמי: (1:17:18) : תודה רבה עומר, ממש תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:19) : זה כיף תמי, שמחתי. ביי. 
תמי: (1:17:22) : שוש, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:23) : את רוצה לשאול? תודה רבה עומר ממש תודה. משמחתי ביי שוש רוצה לשאול. 
SHOSH: (1:17:26) : קודם כל תודה רבה אני הגעתי מאוחר ולכן אני אשמח לקבל את ההקלטה 
SHOSH: (1:17:32) : אתה אומר שאתה תשלח לנו לינק ונוכל לראות את זה ביוטיוב יופי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:37) : באמת, נכון. 
SHOSH: (1:17:40) : אני תכף אזכר בשאלה כי הייתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:43) : עכשיו. 
SHOSH: (1:17:43) : תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:44) : מי זה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:47) : אידיקו? אני לא, אני לא מזהה את השם. כן, 
Ildiko GOLDENBERG: (1:17:51) : אי-דיקו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:52) : אה, אוקיי. 
Ildiko GOLDENBERG: (1:17:53) : לא, באותו עניין, לגבי ההקלטה, אתה שולח במייל לכל אלו שנרשמו להרצאה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:00) : נכון. 
Ildiko GOLDENBERG: (1:18:01) : אה, אוקיי, ושם יהיה הטלפון שלך. נכון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:04) : גם במייל סיכום יהיה את הטלפון שלי, נכון? 
Ildiko GOLDENBERG: (1:18:08) : אוקיי, אוקיי, אז זהו, זה מה שרציתי לדעת, כי רציתי לעבור שוב פעם על כל ההרצאה, כי הייתה מרתקת וממש... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:14) : תודה, תודה, תודה, אני שמח, תודה. 
SHOSH: (1:18:17) : אז עומר, נזכרתי מהרציאל. 
Ildiko GOLDENBERG: (1:18:18) : תודה רבה. יש 
SHOSH: (1:18:19) : לי גיווי, קניתי את אקרוניס, ועכשיו הוא לא רוצה לעבוד, אז זה... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:24) : זה, אי אפשר, זה משהו שאני לא יכול להסביר לך פה את הבריטי אנחנו נעבוד על זה. 
SHOSH: (1:18:31) : פשוט אתה מדבר שהגיבוי מאוד חשוב, ואני יודעת... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:34) : מאוד חשוב. ולא 
SHOSH: (1:18:35) : עשיתי גיבוי המון זמן, אז... הוא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:37) : מאוד חשוב, שוש. 
SHOSH: (1:18:39) : כן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:39) : תודה. נכון, נדבר על זה ונסדר לך את זה. 
SHOSH: (1:18:41) : תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:43) : אורי, אתה רוצה לשאול? 
יהודה כדורי: (1:18:45) : כן, רציתי לשאול חיבור בין מחשבים. 
יהודה כדורי: (1:18:49) : אז אני יכולה להתחבר ב-anydesk, אבל anydesk, הם עכשיו רוצים ממני כסף, אז אני עכשיו מתלבטת, משלם ל-anydesk, או שאתה מציע 
Nahum Zolotov: (1:19:01) : בצורה 
יהודה כדורי: (1:19:01) : אחרת להתחבר... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:02) : שנייה, שנייה, שנייה, שנייה. ‫יש פה ‬
Nahum Zolotov: (1:19:04) : רגע... ‫-מיקרופון... ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:06) : ‫תציעי את מהמיעוט, ‫תציעי ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:11) : את אורית מהמיעוט. 
יהודה כדורי: (1:19:13) : ‫יצאתי. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:14) : ‫-אוקיי. ‬
יהודה כדורי: (1:19:16) : ‫אני שואלת לגבי חיבור בין מחשבים. ‫זאת אומרת, יש לי שני סוגים של חיבורים שאני מתלבטת לגבי. ‬‬
יהודה כדורי: (1:19:24) : אז אוכל בור כזה שזה אין לי דסקות עם ואיזה ואם צריך אז באמת אז אין לי ברירה לשלם עליהם או שיש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:31) : למה צריכה לשלם עליהם? את מתחברת לכמה מחשבים? לא, 
יהודה כדורי: (1:19:36) : לפעמים אני מתחברת ללקוחות, אז הוא צעק עליי, אני דס כשהוא רוצה כסף. כן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:44) : כי אם את חברת לכמה מחשבים צריכים לשלם. 
יהודה כדורי: (1:19:46) : לא, לא בבת אחת, מדי פעם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:49) : ברור, אבל ברי שהאת לא מתחברת למחשב אחד או שניים, הוא רואה את זה כעסקי. ואז הוא מתחיל לעשות את הבעיות. 
יהודה כדורי: (1:19:58) : מה אתה מציע בתור משהו שהוא חיבור ל... זאת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:03) : שאלה טובה, זאת שאלה טובה. אני באופן אישי עובד עם TeamViewer, אני משלם להם לא מעט כסף בכל שנה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:11) : אני מאוד אוהב TeamViewer, היא הכי טובה. איך 
יהודה כדורי: (1:20:15) : אתה חושב שהיא יותר טובה מ-anydesk? זאת אומרת, אם משלמים מזה די. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:17) : בוודאי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:20) : הרבה יותר טובה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:22) : אני לא 
יהודה כדורי: (1:20:23) : מתחברת הרבה, אבל אני רואה את חשבון, אז נגיד מישהו נתקע בלשלם מיסים או משהו כזה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:28) : או ואז 
יהודה כדורי: (1:20:28) : אני מתחברת אליו ולעזור לו שם לראות מה קרה במחשב, אבל זה לא שאני מתקנת מחשבים או משהו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:34) : כזה. אני מבין. תשלחי לי וואטסאפ, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:39) : בטלפון שלי, אני אבדוק לך את זה, כי אני לא אזכור. אני אבדוק, באמת לא שאלו אותי את זה, כי אני מתחבר עם תוכנת TeamViewer בית השלום, אני אבדוק את זה, כי יש כל מיני כן תוכנות כמו UltraDesk וכל זה, שהם חינמיות והם עובדות גם להרבה מחשבים, אבל לא כל כך התנסיתי בהם, כי אני לא מתנסה בהרבה תוכנות בתחום הזה, אני אבדוק לך. 
יהודה כדורי: (1:21:02) : בסדר, זאת שאלה ראשונה, שאלה שנייה לגבי אופיס. אני רוצה לקנות אופיס, כרגע אני לא עובדת עם אופיס 
יהודה כדורי: (1:21:12) : תקני, ויש גם אופיס משפחתי. זאת אומרת יש כל מיני אופציות בלקנות אופיס, רק לקנות רישיון, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:20) : ראיתי 
יהודה כדורי: (1:21:20) : שיש כל מיני אופציות של קניית אופיס, מה אתה מציע למישהו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:25) : אתה מכיר רק למחשב שלך, לכמה מחשבים? 
יהודה כדורי: (1:21:29) : אני רוצה גם לבעלי. 
יהודה כדורי: (1:21:32) : את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:33) : יכולה לקנות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:36) : אופיס רגיל, שיש לו עד חמישה מחשבים, את לא צריכה לקנות פמילי, ולהתקין אותו בחמישה מחשבים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:45) : אופי 365. הם יכולים 
יהודה כדורי: (1:21:46) : לדבר אחד ביניהם? נגיד אם אני רוצה שאין לי ולבעלי איזושהי סיפויה משותפת או משהו כזה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:54) : כן, הם יכולים לדבר ביניהם, אבל אתם צריכים להשבת על אותו חשבון, ברגע שזה לא פמילי, שזה אופס כאילו אחד, אופס 365 רגיל, כולם צריכים להתחבר לאותו חשבון, אי אפשר להתחבר לשני חשבונות שונים. אפמילי אתם יכולים לכל אופס לחבר לחשבון אחר שיש לו ענן אחר, כל אחד מקבל ענן 1 Drive, את יורדת לסוף דעתי? 
יהודה כדורי: (1:22:18) : כן כן, אבל זה בטח יוצא הרבה יותר יקר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:23) : אבל אם את קונה אופס 365 בסיסי שעודה 30 שקל בחודש כל מי שמתחבר חייב להתחבר דרך החשבון שלך. כי זה עובד על חשבון. 
יהודה כדורי: (1:22:34) : אבל אני ובעלי יכולים לעבוד על אותו חשבון באותו זמן? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:38) : כן. 
יהודה כדורי: (1:22:39) : והמייל אבל זה המייל שלי והמייל שלו שונים. של ידי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:43) : זה לא משנה, המייל הוא רק קשור לאופיס. זה לא קשור, המייל זה המייל, זה לא מחליף את המייל שלך. 
SHOSH: (1:22:52) : זה רק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:52) : חשבון שדרכו מתחבר האופיס, לא יותר. 
יהודה כדורי: (1:22:56) : אני חושבת 
SHOSH: (1:22:56) : שאת יכולה דרך חומר לקנות 
Nahum Zolotov: (1:22:59) : את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:00) : יכולה את יכולה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:01) : להתקשר אליי מחר, ואנחנו נדבר על זה, אני אסביר לך יותר את הפעילה לפרצפרטים, נעבור על זה בצורה יותר מדויקת. 
יהודה כדורי: (1:23:10) : אני עדיין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:10) : צריך להבין את הצורך, מה בדיוק הצריכה, ויש לי יותר אחד להגיד לך מה בדיוק זה נכון. 
Nahum Zolotov: (1:23:17) : שלושה שקולים. 
יהודה כדורי: (1:23:19) : תודה, תודה. ורציתי להגיד לך שהרצאה מצוינת, ואתה מסביר בצורה מאוד מאוד ברורה. 
יהודה כדורי: (1:23:28) : וסוף סוף, יש לי את 
Michael Badnani 9299: (1:23:29) : המפרולן 
יהודה כדורי: (1:23:30) : הזה הישן, ה-SSVD. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:33) : SSD זה הישן. 
יהודה כדורי: (1:23:34) : הישן שהפסיק לעבוד בגלל שהוא התחמם כמו שאמרת. 
יהודה כדורי: (1:23:39) : אז תודה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:40) : נתראה 
יהודה כדורי: (1:23:41) : לזה מחר. 
יהודה כדורי: (1:23:42) : יש לי איתו בעיה, אז בסדר, אני יכול לתת לך. אנחנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:45) : נדבר על זה, אנחנו נדבר על 
יהודה כדורי: (1:23:46) : זה. תודה רבה, היה מצוין. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:48) : בכיף אורי צמחתי. עוד מישהו, אני פתוח לשאלות, יש לכם עד 7 ו-20, עוד 20 דקות. תראו עליי מה שאתם רוצים. 
rg: (1:23:56) : אפשר, 
rg: (1:23:58) : אפשר לשאול שאלה בבקשה? בטח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:03) : כן, כן. 
rg: (1:24:07) : לא קשור להרצאה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:10) : שלך 
rg: (1:24:10) : ‫בנושא של עוצמת אינטרנט. ‫אוקיי. ‫השתרבבו לי לגוגל, דרייב, ‫כל מיני תמונות ‬‬‬‬
rg: (1:24:20) : ‫שאני לא יודעת איך, ‫יכול להיות ששותפו איתי, ‫ואני רוצה להעביר אותן לגוגל פוטוס. ‬‬‬
rg: (1:24:32) : אפשר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:33) : לעשות את 
rg: (1:24:33) : זה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:34) : אני לא זוכר את התהליכה המדויק לעביר את זה לפוטוזו. אני אבדוק, שתכילי Mate, שתיכילי WhatsApp על זה, אני אבדוק, אני לא זוכר את התהליכה המדויק לעביר את זה לפוטוזו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:44) : לא זוכר בדיוק עכשיו להגיד 
rg: (1:24:46) : לך איך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:46) : מעבירים את זה. בטוח יש דרך, אבל אני לא זוכר אותה כרגע. 
rg: (1:24:52) : ברור. בסדר, גמור, אני אשלח לך בעוד צעד. תודה. זה כיף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:58) : עוד שאלות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:01) : שנרדמתם. 
David: (1:25:03) : עומר, דוד מדבר. האם אתה מספק גם מחשבים מחודשים? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:11) : אני לא מוכר חומרה, אני לא מוכר חומרה. אני רק נותן שירות. אני מייעץ בקניית חומרה. אני החלטתי מגיל מאוד צעיר לא להתעסק בחומרה, כי זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:23) : מאייף. זה לא פשוט להתעסק בחומרה. האם 
David: (1:25:27) : נכון ללכת על מחודשים? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:30) : תלוי אצל מי. יש אנשים שמוכרים 
Zohar: (1:25:33) : מחודשים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:35) : רגע, יש מישהו פה שיש לו זהד. יש אנשים שמוכרים מחודשים מדהימים, ויש אנשים שמכורים מחודשים שהם זה ולא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:46) : יש לי כמה חברים שמוכרים מחודשים שבאמת ברמה מאוד גבוהה, אם אתה רוצה, אתה יכול להתייעץ איתי. 
David: (1:25:55) : אני אתייעץ איתך, בהחלט. 
David: (1:25:59) : ולגבי 
David: (1:26:01) : ההקלטה הראשונה, מספר אחת, אתה שולח קישור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:05) : כן, כן, כן, כן. 
David: (1:26:07) : ‫אוקיי. אני פשוט רק עכשיו נחשפתי, ‫זאת אומרת, נחשפתי להרצאה הזו שלך ‫והוקסמתי ‬‬‬
David: (1:26:17) : ואמרתי, ‫מעניין מה עם ההרצאה הראשונה... ‫וההרצאה ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:21) : הבאתי עוד יותר מעניינת. 
David: (1:26:24) : ‫אוקיי, אז נצפה לה. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:27) : ‫בחילון ‬
David: (1:26:28) : אליו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:29) : ‫-היא תהיה מרתקת. ‬
David: (1:26:31) : ‫תודה רבה לך. ‫-בכיף. ‫נעמוד בקשר. ‬‬‬
rg: (1:26:34) : ‫-עומר. ‫כן? ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:35) : ‫-עומר, ‬
rg: (1:26:36) : אפשר עוד שאלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:38) : כן, אני מקשיב. 
rg: (1:26:39) : אם יש לי 
rg: (1:26:41) : לפטופ ישן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:43) : שהוא 
rg: (1:26:44) : שווק, 
rg: (1:26:46) : יש מה לעשות איתו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:49) : מה זה ישן? מה 
rg: (1:26:50) : זה ישן? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:52) : כמה שנים זה ישן? יש מה לעשות איתו, זאת אומרת הוא אפילו לא 
rg: (1:26:52) : נדלק. כמה שנים זה ישן? ישן זה הרבה, נגיד 
rg: (1:26:58) : 10 שנים, 
rg: (1:27:01) : 12 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:01) : שנים, 
rg: (1:27:02) : משהו כזה. הייתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:02) : מוציא ממנו את הנתונים וזורק אותו לפח. 
rg: (1:27:07) : זאת אומרת בתור 
rg: (1:27:11) : פלסטיק. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:12) : בתור הציץ. 
SHOSH: (1:27:14) : בתור 
rg: (1:27:14) : הציץ. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:15) : בתור הציץ הייתי שם. 
Zohar: (1:27:17) : אולי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:18) : לשים מעמד למשהו, לשים אותו מעמד לאיזה משהו, לטלוויזיה. 
rg: (1:27:23) : לא, אבל אני יותר בקטע שקודם מישהו שאל אם מחשב אפשר לחדש. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:31) : אה, לא, לא, לא, לא, 
rg: (1:27:33) : זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:33) : לא המחשבים שאפשר לחדש, אנחנו נוראיון מחשבים שהם בני 7-8 שנים שעושים להם חידוש. לא מחשבים של 10-12 שנים. 
rg: (1:27:42) : אז בפועל, מה עושים עם מחשב כזה? לאיזה פח זורקים אותו למי נותנים אותו כדי למחזר אני יודעת מה 
Amalia Ablasi: (1:27:51) : כי 
rg: (1:27:51) : חבל לזרוק אותו לפח השפעה 
rg: (1:28:03) : הייתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:07) : לחשוב על זה הייתי. לחשוב על זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:12) : ופעם שמוציאים את המידע. זורקים אותו לפח לאיזה פח אני לא יודע. אפשר לראות אותו כל הפח הראשי, אם הם מחזירים, עושים כל מיני דברים. 
Zohar: (1:28:21) : זו טורט אלקטרונית. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:24) : אתם ממומחים בזה יותר ממני, אני לא מומחה בזה. 
rg: (1:28:30) : אז מה זה אומר להוציא ממנו מידע? זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:33) : אומר שיכול 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:35) : לשמר בו מידע, שהוא מידע חשוב, ואפשר לשחזר את המידע הזה, מי שרוצה. 
rg: (1:28:45) : זאת אומרת להעביר את המידע ללפטופ אחר, או שמה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:49) : לא, לא רק זה, זה להשמיד את הדיסק. כי אם למשל את משאירה את המידע הזה בתוך המחשב, 
rg: (1:28:57) : ומישהו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:58) : רוצה לשחזר את הנתונים, אפשר מי שזהה כר או משהו, אני אמרתי, לא סביר, אבל יכול להיות. תלוי בכל בן אדם כמה הוא שומר על הנתונים שלו, כמה אכפת לו, באמת תלוי בן אדם, יש אפשרות לשחזר את הנתונים האלה, למי שבאמת רוצה לחפרוך בחיים, אני לא יודע מי את, מה את, וכמה רוצים להערה לך או לא, אבל אם מי שרוצה יכול להוציא את הנתונים האלה. 
rg: (1:29:25) : זאת אומרת בפועל זה לפרק את המחשב, להוציא את הדיסק, וממנו לשאוב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:30) : את הנתונים? מה שאני עושה לפעמים, אני מפרק, אבל באופן עקרוני, את יכולה לשים באמבטיה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:37) : זה משהו זה, אומר 
יהודה כדורי: (1:29:39) : סליחה, אני חייבת ללכת, תודה רבה. בכיף 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:42) : אורית. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:44) : את יכולה לשים באמבטיה, למלא איזה קערה או משהו, לשים את המחשב, לשים בו מים עם חומצה, זה כבר יעשה את העבודה. 
Zohar: (1:29:53) : לשים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:53) : איזה חומצה אקונומיקה, לא יודע מה, להשרות איזה שעה את המחשב, זה כבר יעשה את העבודה, זה לא יעבוד אחרי זה. זה שאת 
Amalia Ablasi: (1:30:00) : הוציאה 
rg: (1:30:01) : להם 
Amalia Ablasi: (1:30:01) : תעמך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:03) : מה? 
Zohar: (1:30:03) : עומר, אפשר שאלה? רגע, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:05) : לפני זה מישהו שאל אותי איפה אני נותן, איפה אני מבקר. אני גר בראשון. אני בדרך כלל עושה ביקורי בית באזור שלי, נס ציונה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:14) : רחובות אפילו, ראשון, חולון, פחות רחובות, נס ציונה, ראשון לציון וחולון, בעיקר בסביבות הבית. כי אני עוד בעיקר במעבדה שלי, כי יש לי ציון פה מתקדם, אז ואין לי את זה אצל לקוחות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:33) : כן, אני מקשיב. 
אורי אסיף: (1:30:34) : עומר, 
אורי אסיף: (1:30:36) : אתה יכול לתת המלצה ‫על מותג מסוים או שזה לא... ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:40) : ‫דל, שאלו. ‫-של ‬‬
אורי אסיף: (1:30:41) : מחשב חדש, נייד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:44) : ‫נייד דלו. ‫איזה ‬‬
אורי אסיף: (1:30:46) : מותג? ‫-דלו. ‬
אורי אסיף: (1:30:49) : ‫או שלא משנה. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:50) : ‫אה, אתה מדבר על הסדרה של דלו? ‬
אורי אסיף: (1:30:53) : ‫-כן, כן. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:54) : ‫רוסטרו. ‫-לא ‬‬
אורי אסיף: (1:30:55) : של דל דווקא, אני שואל... ‫איזה מותג בכלל? ‫האם הולכת לאצ'פי, אסוס... ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:01) : ‫לא, לא, שאלת דלו. ‫דל זה מותג. לא ‬‬
אורי אסיף: (1:31:05) : שאלתי על דל דווקא, יש לי היום ASUS. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:08) : אוקיי. 
אורי אסיף: (1:31:09) : האם... אני שואל אם זה מותג מספיק טוב, איכותי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:15) : כמה שנים יש לו? 
אורי אסיף: (1:31:17) : לפעולות עשר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:18) : אתה רוצה לקרוא את מחשב חדש? 
אורי אסיף: (1:31:20) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:21) : ואתה רוצה מותג, אז אתה שואל על המותג, מה אני ממליץ? 
אורי אסיף: (1:31:25) : כן. על מה אתה אומר? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:26) : על דל. 
אורי אסיף: (1:31:27) : על דל? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:28) : כן. אתה יודע למה? 
אורי אסיף: (1:31:30) : לא, למה? כשאנשים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:31) : קונים מחשב, אתה יודע איך הם מסתכלים על המחשב? 
אורי אסיף: (1:31:34) : לא. על 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:34) : מוצר חשמלי בלבדו. אתה יודע מה זה מוצר חשמלי? זה גם משהו שצריך ללחץ בחשבון שהוא מתקלקל. וכשהוא מתקלקל צריך אחריות. כשיש אחריות, צריך, יש מהירות, הרי זה מחשב שאתה עובד איתו, נכון? 
אורי אסיף: (1:31:49) : אתה לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:50) : רוצה לשים אותו שבועיים במעבדה. 
אורי אסיף: (1:31:52) : במהדלי שלא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:53) : ואתה רוצה שזה יהיה מהיר. אז תלוי איזה חברה מתקנת לך הכי מהרת המחשב, ודל מתקנת לך הכי מהרת המחשב. אתה לא קונה מוצר שלא מתקלקל לו, אתה קונה מוצר שמתקלקל לו. 
